"Agency.Name","Murder","Rape","Robbery","Agg.Assault","Burglary","Larceny","MVT","Arson","Month","Year","State"
"Peoria PD",0,6,5,20,20,169,23,2,7,2023,"Arizona"
"Phoenix PD",13,99,267,701,426,NA,988,14,7,2023,"Arizona"
"Scottsdale PD",0,7,8,15,43,366,46,3,7,2023,"Arizona"
"Surprise PD",0,4,3,8,32,193,16,0,7,2023,"Arizona"
"Tempe PD",0,15,7,47,54,395,41,1,7,2023,"Arizona"
"Lake Havasu City PD",0,3,1,15,8,66,2,2,7,2023,"Arizona"
"Tucson PD",0,0,0,0,0,0,0,0,7,2023,"Arizona"
"Marana PD",0,0,0,6,6,80,1,0,7,2023,"Arizona"
"Casa Grande PD",1,2,1,13,8,85,14,2,7,2023,"Arizona"
"Maricopa PD",0,0,2,7,3,31,6,0,7,2023,"Arizona"
"Yuma PD",0,2,3,21,17,84,13,3,7,2023,"Arizona"
"Flagstaff PD",0,10,1,15,22,117,6,0,8,2023,"Arizona"
"Avondale PD",0,5,9,29,28,152,21,1,8,2023,"Arizona"
"Buckeye PD",0,6,1,13,15,58,9,3,8,2023,"Arizona"
"Chandler PD",1,7,6,31,30,248,25,0,8,2023,"Arizona"
"Gilbert PD",0,10,2,19,17,167,19,0,8,2023,"Arizona"
"Glendale PD",1,9,11,79,56,431,139,3,8,2023,"Arizona"
"Goodyear PD",1,1,1,15,19,105,17,0,8,2023,"Arizona"
"Mesa PD",1,14,28,130,75,481,158,1,8,2023,"Arizona"
"Queen Creek Police Department",0,0,0,5,6,37,3,1,8,2023,"Arizona"
"Peoria PD",3,11,4,24,28,147,27,0,8,2023,"Arizona"
"Phoenix PD",6,89,229,710,499,NA,893,6,8,2023,"Arizona"
"Scottsdale PD",0,7,9,24,67,392,40,1,8,2023,"Arizona"
"Surprise PD",0,4,3,12,15,140,13,1,8,2023,"Arizona"
"Tempe PD",1,11,11,57,35,429,67,3,8,2023,"Arizona"
"Lake Havasu City PD",0,2,0,15,3,44,5,0,8,2023,"Arizona"
"Tucson PD",0,0,0,0,0,0,0,0,8,2023,"Arizona"
"Marana PD",0,0,0,3,5,59,2,0,8,2023,"Arizona"
"Casa Grande PD",0,3,4,30,14,72,18,2,8,2023,"Arizona"
"Maricopa PD",0,0,1,8,2,40,1,0,8,2023,"Arizona"
"Yuma PD",0,4,3,26,15,63,12,2,8,2023,"Arizona"
"Flagstaff PD",0,7,1,14,19,113,12,1,9,2023,"Arizona"
"Avondale PD",0,3,7,20,18,144,32,1,9,2023,"Arizona"
"Buckeye PD",0,4,1,7,13,50,5,0,9,2023,"Arizona"
"Chandler PD",0,10,1,25,18,256,30,0,9,2023,"Arizona"
"Gilbert PD",0,6,0,15,36,181,14,1,9,2023,"Arizona"
"Glendale PD",1,9,18,92,58,386,158,3,9,2023,"Arizona"
"Goodyear PD",0,4,3,11,27,110,15,0,9,2023,"Arizona"
"Mesa PD",3,27,17,170,72,483,85,2,9,2023,"Arizona"
"Queen Creek Police Department",0,0,0,6,5,33,3,0,9,2023,"Arizona"
"Peoria PD",0,9,4,22,23,140,34,1,9,2023,"Arizona"
"Phoenix PD",18,93,211,728,484,NA,927,11,9,2023,"Arizona"
"Scottsdale PD",0,2,8,16,39,315,45,1,9,2023,"Arizona"
"Surprise PD",0,1,0,6,19,106,16,0,9,2023,"Arizona"
"Tempe PD",0,6,10,63,68,403,58,0,9,2023,"Arizona"
"Lake Havasu City PD",0,5,0,9,7,50,4,0,9,2023,"Arizona"
"Tucson PD",0,0,0,0,0,0,0,0,9,2023,"Arizona"
"Marana PD",0,1,0,8,9,60,5,0,9,2023,"Arizona"
"Casa Grande PD",0,3,2,41,7,81,10,0,9,2023,"Arizona"
"Maricopa PD",0,3,0,11,5,37,7,0,9,2023,"Arizona"
"Yuma PD",2,4,1,32,23,74,19,1,9,2023,"Arizona"
"Flagstaff PD",1,5,4,17,23,127,8,1,10,2023,"Arizona"
"Avondale PD",0,3,7,10,14,152,18,1,10,2023,"Arizona"
"Buckeye PD",0,5,1,16,5,77,20,0,10,2023,"Arizona"
"Chandler PD",1,7,7,29,49,269,46,1,10,2023,"Arizona"
"Gilbert PD",1,4,2,22,52,180,18,0,10,2023,"Arizona"
"Glendale PD",1,12,11,71,43,432,129,2,10,2023,"Arizona"
"Goodyear PD",1,1,2,5,13,127,9,3,10,2023,"Arizona"
"Mesa PD",1,24,30,132,108,558,155,3,10,2023,"Arizona"
"Queen Creek Police Department",0,1,1,10,6,49,2,0,10,2023,"Arizona"
"Peoria PD",1,5,4,18,20,179,27,4,10,2023,"Arizona"
"Phoenix PD",21,70,234,797,476,NA,877,15,10,2023,"Arizona"
"Scottsdale PD",0,5,6,29,40,339,73,0,10,2023,"Arizona"
"Surprise PD",1,1,1,7,18,116,11,0,10,2023,"Arizona"
"Tempe PD",2,13,11,48,50,413,90,0,10,2023,"Arizona"
"Lake Havasu City PD",0,2,1,5,3,50,7,1,10,2023,"Arizona"
"Tucson PD",0,0,0,0,0,0,0,0,10,2023,"Arizona"
"Marana PD",0,0,0,1,3,60,4,0,10,2023,"Arizona"
"Casa Grande PD",0,3,6,23,13,70,33,2,10,2023,"Arizona"
"Maricopa PD",0,0,4,12,5,38,17,0,10,2023,"Arizona"
"Yuma PD",0,3,2,27,20,83,14,1,10,2023,"Arizona"
"Flagstaff PD",0,3,3,32,20,107,11,2,11,2023,"Arizona"
"Avondale PD",0,6,2,20,9,115,24,0,11,2023,"Arizona"
"Buckeye PD",0,4,0,9,2,38,15,0,11,2023,"Arizona"
"Chandler PD",0,10,13,20,49,270,19,0,11,2023,"Arizona"
"Gilbert PD",1,7,2,16,31,162,10,2,11,2023,"Arizona"
"Glendale PD",4,9,14,74,129,390,117,1,11,2023,"Arizona"
"Goodyear PD",0,3,2,9,15,109,9,0,11,2023,"Arizona"
"Mesa PD",0,11,21,144,69,533,160,2,11,2023,"Arizona"
"Queen Creek Police Department",0,0,2,6,6,50,5,0,11,2023,"Arizona"
"Peoria PD",2,5,1,18,16,142,39,1,11,2023,"Arizona"
"Phoenix PD",14,95,228,726,468,NA,847,24,11,2023,"Arizona"
"Scottsdale PD",0,2,7,23,37,281,33,0,11,2023,"Arizona"
"Surprise PD",0,5,4,10,28,137,23,1,11,2023,"Arizona"
"Tempe PD",0,20,7,47,48,378,45,0,11,2023,"Arizona"
"Lake Havasu City PD",0,1,0,12,13,52,6,1,11,2023,"Arizona"
"Tucson PD",0,0,0,0,0,0,0,0,11,2023,"Arizona"
"Marana PD",0,0,0,1,8,81,2,0,11,2023,"Arizona"
"Casa Grande PD",1,3,2,21,7,75,22,0,11,2023,"Arizona"
"Maricopa PD",0,1,0,10,3,46,3,0,11,2023,"Arizona"
"Yuma PD",1,5,4,22,22,92,21,2,11,2023,"Arizona"
"Flagstaff PD",0,1,6,25,14,123,6,1,12,2023,"Arizona"
"Avondale PD",1,4,4,22,17,141,24,1,12,2023,"Arizona"
"Buckeye PD",0,3,2,10,8,46,8,0,12,2023,"Arizona"
"Chandler PD",0,10,10,24,30,331,35,0,12,2023,"Arizona"
"Gilbert PD",0,2,3,8,19,184,14,0,12,2023,"Arizona"
"Glendale PD",0,15,13,70,60,389,148,4,12,2023,"Arizona"
"Goodyear PD",1,0,3,6,15,106,7,1,12,2023,"Arizona"
"Mesa PD",1,8,15,152,87,510,119,8,12,2023,"Arizona"
"Queen Creek Police Department",0,1,0,4,7,33,5,3,12,2023,"Arizona"
"Peoria PD",0,6,7,47,117,140,33,2,12,2023,"Arizona"
"Phoenix PD",23,80,266,685,509,NA,745,23,12,2023,"Arizona"
"Scottsdale PD",0,5,4,12,29,311,33,0,12,2023,"Arizona"
"Surprise PD",0,1,1,7,9,99,16,0,12,2023,"Arizona"
"Tempe PD",0,3,13,58,50,375,50,4,12,2023,"Arizona"
"Lake Havasu City PD",0,0,1,19,7,48,7,0,12,2023,"Arizona"
"Tucson PD",0,0,0,0,0,0,0,0,12,2023,"Arizona"
"Marana PD",0,1,0,1,11,93,2,0,12,2023,"Arizona"
"Casa Grande PD",0,0,4,37,15,81,26,0,12,2023,"Arizona"
"Maricopa PD",0,0,0,14,2,35,6,0,12,2023,"Arizona"
"Yuma PD",0,1,4,48,24,87,17,0,12,2023,"Arizona"
"Flagstaff PD",0,1,3,13,13,88,7,0,1,2024,"Arizona"
"Avondale PD",0,2,4,11,18,150,26,1,1,2024,"Arizona"
"Buckeye PD",0,2,0,16,7,50,15,1,1,2024,"Arizona"
"Chandler PD",0,2,7,16,25,320,24,1,1,2024,"Arizona"
"Gilbert PD",0,4,7,18,20,150,16,0,1,2024,"Arizona"
"Glendale PD",1,7,13,52,62,343,78,2,1,2024,"Arizona"
"Goodyear PD",0,0,1,14,10,120,11,0,1,2024,"Arizona"
"Mesa PD",3,13,25,139,79,428,91,7,1,2024,"Arizona"
"Queen Creek Police Department",0,0,0,0,0,6,0,0,1,2024,"Arizona"
"Peoria PD",0,0,0,0,0,0,0,0,1,2024,"Arizona"
"Phoenix PD",0,0,0,0,0,0,0,0,1,2024,"Arizona"
"Scottsdale PD",0,0,0,0,0,0,0,0,1,2024,"Arizona"
"Surprise PD",1,2,1,18,10,84,12,1,1,2024,"Arizona"
"Tempe PD",0,13,9,56,57,349,64,0,1,2024,"Arizona"
"Lake Havasu City PD",0,3,0,6,1,41,6,2,1,2024,"Arizona"
"Tucson PD",0,0,0,0,0,0,0,0,1,2024,"Arizona"
"Marana PD",0,0,0,2,7,55,3,0,1,2024,"Arizona"
"Casa Grande PD",0,3,0,9,9,69,11,0,1,2024,"Arizona"
"Maricopa PD",0,0,0,0,0,0,0,0,1,2024,"Arizona"
"Yuma PD",0,6,5,19,24,51,13,1,1,2024,"Arizona"
"Flagstaff PD",0,0,0,0,0,0,0,0,2,2024,"Arizona"
"Avondale PD",0,4,4,13,7,147,18,1,2,2024,"Arizona"
"Buckeye PD",0,2,0,8,11,67,9,0,2,2024,"Arizona"
"Chandler PD",0,3,8,18,18,255,26,1,2,2024,"Arizona"
"Gilbert PD",0,4,1,32,15,173,14,1,2,2024,"Arizona"
"Glendale PD",3,3,1,39,7,106,207,0,2,2024,"Arizona"
"Goodyear PD",0,0,0,0,0,0,0,0,2,2024,"Arizona"
"Mesa PD",1,14,22,127,67,428,75,2,2,2024,"Arizona"
"Queen Creek Police Department",0,0,0,7,3,42,3,1,2,2024,"Arizona"
"Peoria PD",0,0,0,0,0,0,0,0,2,2024,"Arizona"
"Phoenix PD",0,0,0,0,0,0,0,0,2,2024,"Arizona"
"Scottsdale PD",0,0,0,0,0,0,0,0,2,2024,"Arizona"
"Surprise PD",0,0,0,0,0,0,0,0,2,2024,"Arizona"
"Tempe PD",0,16,6,40,35,345,36,2,2,2024,"Arizona"
"Lake Havasu City PD",0,0,1,12,7,53,2,0,2,2024,"Arizona"
"Tucson PD",0,0,0,0,0,0,0,0,2,2024,"Arizona"
"Marana PD",0,0,0,0,0,0,0,0,2,2024,"Arizona"
"Casa Grande PD",0,1,1,25,16,63,17,0,2,2024,"Arizona"
"Maricopa PD",0,0,0,0,0,0,0,0,2,2024,"Arizona"
"Yuma PD",0,0,0,0,0,0,0,0,2,2024,"Arizona"
"Flagstaff PD",0,5,3,44,10,109,6,0,3,2024,"Arizona"
"Avondale PD",0,6,3,9,16,149,17,2,3,2024,"Arizona"
"Buckeye PD",0,7,0,19,3,54,14,0,3,2024,"Arizona"
"Chandler PD",1,7,8,16,30,328,26,0,3,2024,"Arizona"
"Gilbert PD",0,1,3,9,19,166,16,0,3,2024,"Arizona"
"Glendale PD",4,9,13,94,58,417,98,2,3,2024,"Arizona"
"Goodyear PD",0,2,1,12,7,79,18,0,3,2024,"Arizona"
"Mesa PD",0,24,18,192,109,528,97,4,3,2024,"Arizona"
"Queen Creek Police Department",0,1,0,14,1,58,3,0,3,2024,"Arizona"
"Peoria PD",0,7,4,26,25,157,28,1,3,2024,"Arizona"
"Phoenix PD",5,82,251,734,430,NA,593,25,3,2024,"Arizona"
"Scottsdale PD",0,0,0,0,0,0,0,0,3,2024,"Arizona"
"Surprise PD",1,3,0,7,13,137,17,2,3,2024,"Arizona"
"Tempe PD",1,5,18,76,72,387,55,0,3,2024,"Arizona"
"Lake Havasu City PD",0,4,1,24,8,55,1,0,3,2024,"Arizona"
"Tucson PD",0,0,0,0,0,0,0,0,3,2024,"Arizona"
"Marana PD",1,1,0,4,8,53,2,0,3,2024,"Arizona"
"Casa Grande PD",2,2,0,27,21,61,12,0,3,2024,"Arizona"
"Maricopa PD",0,0,0,0,0,0,0,0,3,2024,"Arizona"
"Yuma PD",0,0,2,36,14,70,13,3,3,2024,"Arizona"
"Flagstaff PD",0,4,6,12,9,122,8,0,4,2024,"Arizona"
"Avondale PD",1,1,4,23,12,115,24,0,4,2024,"Arizona"
"Buckeye PD",0,5,2,4,7,59,7,0,4,2024,"Arizona"
"Chandler PD",0,2,7,23,21,270,22,0,4,2024,"Arizona"
"Gilbert PD",1,5,1,20,22,166,12,1,4,2024,"Arizona"
"Glendale PD",0,4,2,43,6,187,19,2,4,2024,"Arizona"
"Goodyear PD",0,2,1,12,12,114,13,2,4,2024,"Arizona"
"Mesa PD",1,8,15,162,85,463,122,5,4,2024,"Arizona"
"Queen Creek Police Department",0,3,0,10,3,39,0,2,4,2024,"Arizona"
"Peoria PD",0,0,0,0,0,0,0,0,4,2024,"Arizona"
"Phoenix PD",0,0,0,0,0,0,0,0,4,2024,"Arizona"
"Scottsdale PD",0,0,0,0,0,0,0,0,4,2024,"Arizona"
"Surprise PD",0,4,2,3,5,100,8,0,4,2024,"Arizona"
"Tempe PD",0,11,10,48,48,364,39,2,4,2024,"Arizona"
"Lake Havasu City PD",0,2,0,13,2,52,4,0,4,2024,"Arizona"
"Tucson PD",0,0,0,0,0,0,0,0,4,2024,"Arizona"
"Marana PD",0,0,0,2,3,46,2,0,4,2024,"Arizona"
"Casa Grande PD",0,2,2,23,14,53,6,1,4,2024,"Arizona"
"Maricopa PD",0,0,0,0,0,0,0,0,4,2024,"Arizona"
"Yuma PD",0,3,4,27,9,75,11,1,4,2024,"Arizona"
"Flagstaff PD",0,0,0,0,0,0,0,0,5,2024,"Arizona"
"Avondale PD",0,0,0,0,0,0,0,0,5,2024,"Arizona"
"Buckeye PD",0,5,2,11,10,51,4,0,5,2024,"Arizona"
"Chandler PD",0,1,4,22,25,276,14,2,5,2024,"Arizona"
"Gilbert PD",0,3,0,29,12,139,16,0,5,2024,"Arizona"
"Glendale PD",2,1,7,27,34,175,22,1,5,2024,"Arizona"
"Goodyear PD",0,0,0,9,13,97,14,3,5,2024,"Arizona"
"Mesa PD",0,10,31,171,67,417,74,5,5,2024,"Arizona"
"Queen Creek Police Department",0,0,0,3,1,32,1,1,5,2024,"Arizona"
"Peoria PD",0,0,0,0,0,0,0,0,5,2024,"Arizona"
"Phoenix PD",0,0,0,0,0,0,0,0,5,2024,"Arizona"
"Scottsdale PD",0,0,0,0,0,0,0,0,5,2024,"Arizona"
"Surprise PD",2,3,3,15,15,93,11,0,5,2024,"Arizona"
"Tempe PD",1,11,10,56,43,302,39,1,5,2024,"Arizona"
"Lake Havasu City PD",0,7,1,19,19,74,9,0,5,2024,"Arizona"
"Tucson PD",0,0,0,0,0,0,0,0,5,2024,"Arizona"
"Marana PD",0,0,0,0,0,0,0,0,5,2024,"Arizona"
"Casa Grande PD",0,2,1,15,14,60,16,2,5,2024,"Arizona"
"Maricopa PD",0,0,0,0,0,0,0,0,5,2024,"Arizona"
"Yuma PD",0,0,0,0,0,0,0,0,5,2024,"Arizona"
"Aurora Police Department",2,22,91,183,167,502,621,9,1,2022,"Colorado"
"Commerce City Police Department",0,5,9,14,38,127,71,2,1,2022,"Colorado"
"Thornton Police Department",0,6,10,12,37,320,118,4,1,2022,"Colorado"
"Westminster Police Department",0,1,7,13,32,197,143,2,1,2022,"Colorado"
"Centennial Police Department",0,1,3,10,36,173,48,0,1,2022,"Colorado"
"Boulder Police Department",0,0,2,16,42,178,42,6,1,2022,"Colorado"
"Longmont Department of Public Safety",0,5,1,11,26,162,41,1,1,2022,"Colorado"
"Denver Police Department",9,58,144,294,408,1633,0,22,1,2022,"Colorado"
"Castle Rock Police Department",0,0,0,1,4,70,9,1,1,2022,"Colorado"
"Parker Police Department",0,0,0,9,10,74,16,2,1,2022,"Colorado"
"Colorado Springs Police Department",5,21,42,134,225,918,282,18,1,2022,"Colorado"
"Lakewood Police Department",1,6,23,57,83,355,222,5,1,2022,"Colorado"
"Fort Collins Police Department",0,3,0,16,28,177,35,0,1,2022,"Colorado"
"Loveland Police Department",0,6,3,11,11,102,25,1,1,2022,"Colorado"
"Grand Junction Police Department",0,4,2,15,27,130,13,1,1,2022,"Colorado"
"Pueblo Police Department",1,1,61,49,85,280,134,3,1,2022,"Colorado"
"Greeley Police Department",0,1,8,28,27,187,94,3,1,2022,"Colorado"
"Broomfield Police Department",1,1,1,5,14,88,33,1,1,2022,"Colorado"
"Aurora Police Department",2,18,85,157,104,493,672,12,2,2022,"Colorado"
"Commerce City Police Department",1,4,8,16,26,100,79,1,2,2022,"Colorado"
"Thornton Police Department",0,6,7,7,22,296,130,1,2,2022,"Colorado"
"Westminster Police Department",0,3,4,21,27,202,158,4,2,2022,"Colorado"
"Centennial Police Department",0,1,2,15,23,121,35,1,2,2022,"Colorado"
"Boulder Police Department",0,0,3,3,7,15,6,0,2,2022,"Colorado"
"Longmont Department of Public Safety",0,6,2,16,23,157,35,1,2,2022,"Colorado"
"Denver Police Department",3,31,99,223,327,1432,0,14,2,2022,"Colorado"
"Castle Rock Police Department",0,0,0,1,4,61,0,0,2,2022,"Colorado"
"Parker Police Department",1,1,1,6,14,58,15,0,2,2022,"Colorado"
"Colorado Springs Police Department",4,21,33,146,225,842,231,24,2,2022,"Colorado"
"Lakewood Police Department",0,3,20,48,102,334,208,5,2,2022,"Colorado"
"Fort Collins Police Department",0,5,2,22,40,180,21,4,2,2022,"Colorado"
"Loveland Police Department",0,1,5,10,19,94,15,1,2,2022,"Colorado"
"Grand Junction Police Department",0,2,5,12,25,111,17,0,2,2022,"Colorado"
"Pueblo Police Department",2,1,31,53,94,251,113,9,2,2022,"Colorado"
"Greeley Police Department",0,2,6,25,28,122,127,2,2,2022,"Colorado"
"Broomfield Police Department",0,3,0,3,15,94,36,0,2,2022,"Colorado"
"Aurora Police Department",7,17,65,230,158,575,650,12,3,2022,"Colorado"
"Commerce City Police Department",0,5,6,23,16,139,78,0,3,2022,"Colorado"
"Thornton Police Department",0,6,6,18,29,299,89,0,3,2022,"Colorado"
"Westminster Police Department",0,1,5,9,34,234,135,2,3,2022,"Colorado"
"Centennial Police Department",0,3,0,14,38,190,64,3,3,2022,"Colorado"
"Boulder Police Department",0,2,1,4,6,19,13,0,3,2022,"Colorado"
"Longmont Department of Public Safety",1,4,1,18,19,204,17,1,3,2022,"Colorado"
"Denver Police Department",7,46,81,326,389,1591,0,21,3,2022,"Colorado"
"Castle Rock Police Department",0,0,1,0,6,80,3,0,3,2022,"Colorado"
"Parker Police Department",0,0,0,7,21,69,15,2,3,2022,"Colorado"
"Colorado Springs Police Department",3,18,30,134,213,816,268,18,3,2022,"Colorado"
"Lakewood Police Department",1,7,41,44,108,406,253,2,3,2022,"Colorado"
"Fort Collins Police Department",0,1,2,22,30,240,39,3,3,2022,"Colorado"
"Loveland Police Department",1,2,0,13,19,100,20,3,3,2022,"Colorado"
"Grand Junction Police Department",0,5,3,16,14,151,13,3,3,2022,"Colorado"
"Pueblo Police Department",1,1,33,65,87,406,133,6,3,2022,"Colorado"
"Greeley Police Department",2,6,6,34,33,149,86,4,3,2022,"Colorado"
"Broomfield Police Department",0,2,3,1,13,99,39,0,3,2022,"Colorado"
"Aurora Police Department",2,18,71,178,135,575,613,9,4,2022,"Colorado"
"Commerce City Police Department",0,4,4,17,24,128,70,3,4,2022,"Colorado"
"Thornton Police Department",0,5,11,6,40,284,105,3,4,2022,"Colorado"
"Westminster Police Department",0,4,8,10,41,211,135,2,4,2022,"Colorado"
"Centennial Police Department",0,2,0,15,29,156,39,2,4,2022,"Colorado"
"Boulder Police Department",0,6,8,19,54,184,25,3,4,2022,"Colorado"
"Longmont Department of Public Safety",0,9,3,14,21,163,26,4,4,2022,"Colorado"
"Denver Police Department",10,51,101,315,394,1616,0,12,4,2022,"Colorado"
"Castle Rock Police Department",1,0,0,0,5,61,2,2,4,2022,"Colorado"
"Parker Police Department",0,1,0,5,16,56,14,0,4,2022,"Colorado"
"Colorado Springs Police Department",1,21,34,158,227,815,206,33,4,2022,"Colorado"
"Lakewood Police Department",1,9,27,73,84,355,175,3,4,2022,"Colorado"
"Fort Collins Police Department",0,5,4,30,17,254,37,3,4,2022,"Colorado"
"Loveland Police Department",0,2,0,6,18,125,14,0,4,2022,"Colorado"
"Grand Junction Police Department",2,10,2,20,22,136,20,0,4,2022,"Colorado"
"Pueblo Police Department",4,1,24,72,93,350,133,11,4,2022,"Colorado"
"Greeley Police Department",0,4,10,28,29,143,78,2,4,2022,"Colorado"
"Broomfield Police Department",0,5,2,2,7,101,45,1,4,2022,"Colorado"
"Aurora Police Department",3,21,59,181,151,591,639,13,5,2022,"Colorado"
"Commerce City Police Department",0,4,1,17,18,100,59,2,5,2022,"Colorado"
"Thornton Police Department",0,8,11,11,26,292,111,2,5,2022,"Colorado"
"Westminster Police Department",0,3,8,15,27,223,121,0,5,2022,"Colorado"
"Centennial Police Department",0,1,1,13,28,161,50,0,5,2022,"Colorado"
"Boulder Police Department",1,2,6,19,62,183,28,1,5,2022,"Colorado"
"Longmont Department of Public Safety",0,11,3,11,21,189,34,1,5,2022,"Colorado"
"Denver Police Department",6,43,104,335,400,1754,0,12,5,2022,"Colorado"
"Castle Rock Police Department",0,0,0,0,5,68,9,0,5,2022,"Colorado"
"Parker Police Department",0,0,1,6,17,77,12,0,5,2022,"Colorado"
"Colorado Springs Police Department",3,37,30,174,243,768,220,22,5,2022,"Colorado"
"Lakewood Police Department",1,6,21,51,81,372,203,2,5,2022,"Colorado"
"Fort Collins Police Department",0,5,6,23,39,299,52,3,5,2022,"Colorado"
"Loveland Police Department",0,3,4,9,10,134,20,1,5,2022,"Colorado"
"Grand Junction Police Department",0,2,2,16,43,134,22,2,5,2022,"Colorado"
"Pueblo Police Department",4,3,24,89,121,359,153,9,5,2022,"Colorado"
"Greeley Police Department",0,8,8,43,31,140,96,5,5,2022,"Colorado"
"Broomfield Police Department",0,4,1,1,17,93,30,0,5,2022,"Colorado"
"Aurora Police Department",5,12,86,216,149,512,471,7,6,2022,"Colorado"
"Commerce City Police Department",1,3,4,20,28,91,59,0,6,2022,"Colorado"
"Thornton Police Department",1,10,7,18,30,234,99,3,6,2022,"Colorado"
"Westminster Police Department",0,3,13,23,37,192,142,4,6,2022,"Colorado"
"Centennial Police Department",0,0,1,12,27,149,34,1,6,2022,"Colorado"
"Boulder Police Department",0,2,3,26,43,215,26,3,6,2022,"Colorado"
"Longmont Department of Public Safety",0,8,2,19,19,197,21,7,6,2022,"Colorado"
"Denver Police Department",8,53,111,376,398,1658,0,10,6,2022,"Colorado"
"Castle Rock Police Department",0,0,0,1,9,63,6,0,6,2022,"Colorado"
"Parker Police Department",0,2,0,7,13,49,7,2,6,2022,"Colorado"
"Colorado Springs Police Department",2,26,31,175,187,597,187,15,6,2022,"Colorado"
"Lakewood Police Department",0,7,18,61,110,347,130,2,6,2022,"Colorado"
"Fort Collins Police Department",0,0,6,35,41,315,38,2,6,2022,"Colorado"
"Loveland Police Department",0,3,3,10,23,133,16,3,6,2022,"Colorado"
"Grand Junction Police Department",0,1,2,21,28,156,20,2,6,2022,"Colorado"
"Pueblo Police Department",1,0,27,71,135,391,164,8,6,2022,"Colorado"
"Greeley Police Department",0,7,8,40,41,163,57,2,6,2022,"Colorado"
"Broomfield Police Department",0,0,0,9,22,108,27,0,6,2022,"Colorado"
"Aurora Police Department",3,25,103,254,152,546,629,12,7,2022,"Colorado"
"Commerce City Police Department",2,3,5,27,15,109,87,2,7,2022,"Colorado"
"Thornton Police Department",0,6,8,19,31,266,99,2,7,2022,"Colorado"
"Westminster Police Department",0,6,11,20,37,177,135,8,7,2022,"Colorado"
"Centennial Police Department",0,0,1,12,26,152,46,1,7,2022,"Colorado"
"Boulder Police Department",0,1,9,20,46,249,32,5,7,2022,"Colorado"
"Longmont Department of Public Safety",0,6,4,20,26,206,23,8,7,2022,"Colorado"
"Denver Police Department",9,52,129,402,443,1708,0,9,7,2022,"Colorado"
"Castle Rock Police Department",1,1,0,2,4,47,11,0,7,2022,"Colorado"
"Parker Police Department",0,1,1,5,15,78,13,1,7,2022,"Colorado"
"Colorado Springs Police Department",3,19,29,186,287,1017,259,7,7,2022,"Colorado"
"Lakewood Police Department",2,7,24,66,92,369,171,14,7,2022,"Colorado"
"Fort Collins Police Department",0,4,5,35,34,284,36,3,7,2022,"Colorado"
"Loveland Police Department",1,0,4,12,25,126,26,0,7,2022,"Colorado"
"Grand Junction Police Department",2,2,4,15,27,142,19,0,7,2022,"Colorado"
"Pueblo Police Department",2,0,38,97,119,374,195,6,7,2022,"Colorado"
"Greeley Police Department",3,5,8,33,51,179,89,3,7,2022,"Colorado"
"Broomfield Police Department",1,0,2,4,16,105,26,0,7,2022,"Colorado"
"Aurora Police Department",4,22,82,194,140,442,536,5,8,2022,"Colorado"
"Commerce City Police Department",0,4,4,17,24,109,78,1,8,2022,"Colorado"
"Thornton Police Department",0,9,6,12,32,244,92,4,8,2022,"Colorado"
"Westminster Police Department",0,5,6,13,45,207,108,0,8,2022,"Colorado"
"Centennial Police Department",0,1,3,13,31,170,47,1,8,2022,"Colorado"
"Boulder Police Department",0,8,3,28,50,260,51,2,8,2022,"Colorado"
"Longmont Department of Public Safety",2,12,7,15,31,230,33,1,8,2022,"Colorado"
"Denver Police Department",4,50,127,376,505,1698,0,17,8,2022,"Colorado"
"Castle Rock Police Department",0,2,0,1,7,57,6,2,8,2022,"Colorado"
"Parker Police Department",0,0,2,4,11,88,15,0,8,2022,"Colorado"
"Colorado Springs Police Department",2,20,49,181,269,880,257,6,8,2022,"Colorado"
"Lakewood Police Department",0,8,25,55,69,353,174,6,8,2022,"Colorado"
"Fort Collins Police Department",0,2,7,28,40,291,42,1,8,2022,"Colorado"
"Loveland Police Department",0,4,1,13,15,138,15,0,8,2022,"Colorado"
"Grand Junction Police Department",0,4,0,24,26,141,22,2,8,2022,"Colorado"
"Pueblo Police Department",2,1,31,108,136,430,187,5,8,2022,"Colorado"
"Greeley Police Department",1,4,19,38,54,209,139,7,8,2022,"Colorado"
"Broomfield Police Department",0,2,2,8,11,114,26,1,8,2022,"Colorado"
"Aurora Police Department",2,18,56,194,126,436,538,8,9,2022,"Colorado"
"Commerce City Police Department",1,9,6,26,25,96,72,1,9,2022,"Colorado"
"Thornton Police Department",0,8,3,15,20,217,97,6,9,2022,"Colorado"
"Westminster Police Department",1,2,9,27,35,187,103,4,9,2022,"Colorado"
"Centennial Police Department",0,1,2,20,31,160,47,2,9,2022,"Colorado"
"Boulder Police Department",0,12,4,23,49,274,34,1,9,2022,"Colorado"
"Longmont Department of Public Safety",1,14,2,20,35,238,35,4,9,2022,"Colorado"
"Denver Police Department",1,51,102,377,482,1576,0,30,9,2022,"Colorado"
"Castle Rock Police Department",0,1,0,0,7,75,2,0,9,2022,"Colorado"
"Parker Police Department",1,3,0,6,8,63,19,1,9,2022,"Colorado"
"Colorado Springs Police Department",4,15,42,177,244,805,251,16,9,2022,"Colorado"
"Lakewood Police Department",0,4,25,57,81,362,143,9,9,2022,"Colorado"
"Fort Collins Police Department",0,4,3,32,40,306,59,1,9,2022,"Colorado"
"Loveland Police Department",0,2,1,14,19,121,20,1,9,2022,"Colorado"
