"Agency.Name","Murder","Rape","Robbery","Agg.Assault","Burglary","Larceny","MVT","Arson","Month","Year","State"
"WHARTON PD",0,0,1,1,2,6,1,0,2,2024,"Texas"
"NAVASOTA PD",0,0,0,2,2,12,6,0,2,2024,"Texas"
"GRAHAM PD",0,0,0,1,0,7,0,0,2,2024,"Texas"
"SUNNYVALE PD",0,0,0,0,0,3,3,0,2,2024,"Texas"
"HIGHLAND PARK PD",0,0,0,0,1,19,0,0,2,2024,"Texas"
"BROWNFIELD PD",0,0,0,4,4,7,0,0,2,2024,"Texas"
"PRAIRIE VIEW PD",0,0,0,2,2,4,3,0,2,2024,"Texas"
"FLORESVILLE PD",0,0,0,0,2,10,0,0,2,2024,"Texas"
"CAMP CO SO",0,0,0,0,1,2,1,0,2,2024,"Texas"
"KARNES CO SO",0,0,0,0,1,3,0,0,2,2024,"Texas"
"RICHLAND HILLS PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"DIMMIT CO SO",0,1,0,2,3,8,1,0,2,2024,"Texas"
"LOS FRESNOS PD",0,0,0,5,0,12,1,0,2,2024,"Texas"
"HOWARD CO SO",0,0,0,1,3,19,9,0,2,2024,"Texas"
"VENUS PD",0,0,0,0,0,6,2,0,2,2024,"Texas"
"SABINE CO SO",0,0,0,3,3,3,1,0,2,2024,"Texas"
"CUERO PD",0,0,0,11,1,9,1,0,2,2024,"Texas"
"KIRBY PD",0,1,0,3,2,8,4,0,2,2024,"Texas"
"FORT STOCKTON PD",0,1,0,0,0,0,1,0,2,2024,"Texas"
"PERRYTON PD",0,0,0,0,1,1,0,0,2,2024,"Texas"
"LAMPASAS PD",0,0,1,0,1,16,0,0,2,2024,"Texas"
"LAKE DALLAS PD",1,0,0,1,1,4,1,0,2,2024,"Texas"
"LAVON PD",0,0,1,0,2,3,0,0,2,2024,"Texas"
"HITCHCOCK PD",0,0,0,0,4,8,2,0,2,2024,"Texas"
"LIVE OAK CO SO",0,0,0,0,1,1,0,0,2,2024,"Texas"
"JASPER PD",0,0,0,2,1,9,0,0,2,2024,"Texas"
"WEBB CO SO",0,0,0,3,2,7,0,0,2,2024,"Texas"
"MARION CO SO",0,0,0,0,1,3,0,0,2,2024,"Texas"
"RED RIVER CO SO",0,0,0,4,0,6,0,0,2,2024,"Texas"
"ALAMO HEIGHTS PD",0,0,0,0,2,17,1,0,2,2024,"Texas"
"MARBLE FALLS PD",0,1,1,0,1,8,1,0,2,2024,"Texas"
"WICHITA CO SO",0,0,0,0,2,1,0,0,2,2024,"Texas"
"DECATUR PD",0,0,0,3,0,12,0,0,2,2024,"Texas"
"JERSEY VILLAGE PD",0,0,0,0,0,11,9,0,2,2024,"Texas"
"COMANCHE CO SO",0,1,0,2,0,4,1,0,2,2024,"Texas"
"FRANKLIN CO SO",0,0,0,0,0,1,1,0,2,2024,"Texas"
"RIVER OAKS PD",0,1,0,0,1,5,7,1,2,2024,"Texas"
"LACY LAKEVIEW PD",1,0,1,2,2,4,0,0,2,2024,"Texas"
"JACKSON CO SO",0,0,0,0,0,1,0,0,2,2024,"Texas"
"GONZALES PD",0,0,0,8,1,10,0,0,2,2024,"Texas"
"VAN ALSTYNE PD",0,0,0,0,0,3,0,0,2,2024,"Texas"
"WILLIS PD",0,1,0,3,1,12,1,0,2,2024,"Texas"
"GOLIAD CO SO",0,0,0,0,0,1,0,0,2,2024,"Texas"
"SEMINOLE PD",0,0,0,0,0,7,0,0,2,2024,"Texas"
"NOLANVILLE PD",0,0,0,1,2,5,0,0,2,2024,"Texas"
"WOLFFORTH PD",0,1,0,2,0,1,2,0,2,2024,"Texas"
"MONAHANS PD",0,1,0,3,1,6,1,0,2,2024,"Texas"
"SEALY PD",0,0,0,0,0,2,2,0,2,2024,"Texas"
"LIBERTY HILL PD",0,1,0,0,1,3,1,0,2,2024,"Texas"
"BULVERDE PD",0,0,0,0,0,5,1,0,2,2024,"Texas"
"KEENE PD",0,0,0,0,0,2,0,0,2,2024,"Texas"
"CALHOUN CO SO",0,2,0,2,1,2,0,0,2,2024,"Texas"
"LA FERIA PD",0,0,0,1,3,8,3,0,2,2024,"Texas"
"JONES CO SO",0,0,0,0,1,1,1,0,2,2024,"Texas"
"HOCKLEY CO SO",0,0,0,0,0,0,1,0,2,2024,"Texas"
"LAKEVIEW PD",0,0,0,0,0,4,0,0,2,2024,"Texas"
"IOWA PARK PD",0,0,0,2,0,0,0,0,2,2024,"Texas"
"CARTHAGE PD",0,0,0,1,0,13,1,0,2,2024,"Texas"
"BRIDGEPORT PD",0,0,0,1,1,5,0,0,2,2024,"Texas"
"PECOS CO SO",0,0,0,0,0,1,1,0,2,2024,"Texas"
"ALVARADO PD",0,0,0,2,1,1,0,0,2,2024,"Texas"
"EASTLAND CO SO",0,0,0,0,3,0,0,0,2,2024,"Texas"
"PARKER PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"HUTCHINSON CO SO",0,0,0,3,2,1,0,0,2,2024,"Texas"
"CROCKETT PD",0,0,0,0,1,7,0,0,2,2024,"Texas"
"YOUNG CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"PENITAS PD",0,0,0,0,0,3,0,0,2,2024,"Texas"
"GLADEWATER PD",0,1,0,1,1,5,0,0,2,2024,"Texas"
"JUSTIN PD",0,0,0,0,0,5,0,0,2,2024,"Texas"
"WHITE OAK PD",0,0,0,0,0,2,0,0,2,2024,"Texas"
"WILMER PD",0,0,0,1,1,4,1,0,2,2024,"Texas"
"ARGYLE PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"WILLOW PARK PD",0,0,0,1,0,0,0,0,2,2024,"Texas"
"EDNA PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"SAN AUGUSTINE CO SO",0,0,0,1,2,0,0,0,2,2024,"Texas"
"EVERMAN PD",0,0,0,2,1,9,0,0,2,2024,"Texas"
"BOWIE PD",0,0,0,3,1,7,0,0,2,2024,"Texas"
"YOAKUM PD",0,0,0,0,3,1,0,0,2,2024,"Texas"
"MORRIS CO SO",0,0,0,1,2,3,1,1,2,2024,"Texas"
"ALPINE PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"CHILDRESS PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"LIVINGSTON PD",0,0,0,1,2,13,0,0,2,2024,"Texas"
"WAKE VILLAGE PD",0,0,2,0,0,1,0,0,2,2024,"Texas"
"WINDCREST PD",0,0,0,5,2,89,3,0,2,2024,"Texas"
"ARCHER CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"LITTLEFIELD PD",0,0,0,2,0,2,0,0,2,2024,"Texas"
"KERMIT PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"ELSA PD",0,0,0,1,1,6,0,0,2,2024,"Texas"
"HUTCHINS PD",0,1,0,2,1,10,9,0,2,2024,"Texas"
"ROCKDALE PD",0,0,0,1,1,2,0,0,2,2024,"Texas"
"KLEBERG CO SO",0,0,0,2,0,0,0,0,2,2024,"Texas"
"DELTA CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"RUSK PD",0,0,0,1,0,2,0,0,2,2024,"Texas"
"MARLIN PD",0,0,0,0,1,1,0,0,2,2024,"Texas"
"CAMERON PD",0,0,0,0,3,1,0,0,2,2024,"Texas"
"ATLANTA PD",0,1,0,0,0,3,0,0,2,2024,"Texas"
"GRANITE SHOALS PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"CADDO MILLS PD",0,0,0,1,0,1,0,0,2,2024,"Texas"
"SANSOM PARK PD",0,0,0,1,1,3,0,0,2,2024,"Texas"
"FRIO CO SO",0,0,0,1,0,0,2,0,2,2024,"Texas"
"PRIMERA PD",0,0,0,0,0,2,1,0,2,2024,"Texas"
"HUDSON PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"GIDDINGS PD",0,0,0,0,1,5,0,0,2,2024,"Texas"
"BRECKENRIDGE PD",0,0,0,1,1,1,1,0,2,2024,"Texas"
"PILOT POINT PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"CENTER PD",0,0,1,3,6,5,0,0,2,2024,"Texas"
"MINEOLA PD",0,0,0,3,0,7,0,0,2,2024,"Texas"
"NASSAU BAY PD",0,0,0,0,0,5,1,0,2,2024,"Texas"
"CRANDALL PD",0,0,0,1,0,6,0,0,2,2024,"Texas"
"TERRELL HILLS PD",0,0,0,0,0,7,2,0,2,2024,"Texas"
"MULESHOE PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"HORSESHOE BAY PD",0,0,0,0,3,1,0,0,2,2024,"Texas"
"MORGANS POINT RESORT PD",0,0,0,0,1,0,0,0,2,2024,"Texas"
"JOSEPHINE PD",0,0,0,0,1,0,0,0,2,2024,"Texas"
"RICHWOOD PD",0,0,0,0,0,3,1,0,2,2024,"Texas"
"LA JOYA PD",0,0,0,0,1,2,0,0,2,2024,"Texas"
"JARRELL PD",0,0,1,0,1,3,1,0,2,2024,"Texas"
"WHEELER CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"LAKE WORTH PD",0,1,0,4,0,30,3,1,2,2024,"Texas"
"MADISONVILLE PD",1,0,0,0,0,4,0,0,2,2024,"Texas"
"DIBOLL PD",0,1,0,0,0,1,1,0,2,2024,"Texas"
"MEADOWS PLACE PD",0,0,0,0,0,5,1,0,2,2024,"Texas"
"BULLARD PD",0,0,0,0,0,1,0,1,2,2024,"Texas"
"HEARNE PD",0,0,0,1,2,1,0,0,2,2024,"Texas"
"MILLS CO SO",0,0,0,0,1,1,0,0,2,2024,"Texas"
"CALDWELL PD",0,0,0,0,1,0,0,0,2,2024,"Texas"
"NEW BOSTON PD",0,0,1,3,0,7,0,0,2,2024,"Texas"
"LA GRANGE PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"PITTSBURG PD",0,1,0,5,3,1,1,0,2,2024,"Texas"
"GRAY CO SO",0,0,0,0,0,0,1,0,2,2024,"Texas"
"OVILLA PD",0,0,0,0,0,2,0,0,2,2024,"Texas"
"JACKSBORO PD",0,0,0,0,0,2,0,0,2,2024,"Texas"
"GARDEN RIDGE PD",0,0,0,0,0,2,0,0,2,2024,"Texas"
"WHITESBORO PD",0,0,0,0,2,2,0,0,2,2024,"Texas"
"STEPHENS CO SO",0,0,0,1,0,0,0,0,2,2024,"Texas"
"TULIA PD",0,1,0,0,1,5,0,0,2,2024,"Texas"
"NASH PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"JOURDANTON PD",0,0,0,1,0,0,1,0,2,2024,"Texas"
"SPRING VALLEY VILLAGE PD",0,0,0,0,2,3,0,0,2,2024,"Texas"
"COMANCHE PD",0,1,0,2,1,2,1,0,2,2024,"Texas"
"MATHIS PD",0,0,0,2,0,3,0,0,2,2024,"Texas"
"DENVER CITY PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"FARMERSVILLE PD",0,1,0,0,4,1,1,0,2,2024,"Texas"
"BELLVILLE PD",0,0,0,0,0,2,1,0,2,2024,"Texas"
"DIMMITT PD",0,0,0,1,0,0,0,0,2,2024,"Texas"
"WILLS POINT PD",0,0,0,0,1,0,0,0,2,2024,"Texas"
"CISCO PD",0,0,0,0,0,2,0,0,2,2024,"Texas"
"SULLIVAN CITY PD",0,0,0,1,1,2,0,0,2,2024,"Texas"
"ANTHONY PD",0,0,0,1,0,6,0,0,2,2024,"Texas"
"HOWE PD",0,0,0,0,1,1,0,0,2,2024,"Texas"
"LAGUNA VISTA PD",0,0,0,0,0,2,0,0,2,2024,"Texas"
"SHENANDOAH PD",0,0,0,1,0,5,5,0,2,2024,"Texas"
"COLUMBUS PD",0,0,0,2,1,0,1,0,2,2024,"Texas"
"SHAVANO PARK PD",0,0,0,0,0,0,1,0,2,2024,"Texas"
"COCKRELL HILL PD",0,0,0,1,0,4,1,0,2,2024,"Texas"
"EASTLAND PD",0,0,0,0,1,3,1,0,2,2024,"Texas"
"DEAF SMITH CO SO",0,0,0,0,0,1,1,0,2,2024,"Texas"
"GROESBECK PD",0,0,0,2,0,1,0,0,2,2024,"Texas"
"FISHER CO SO",0,0,0,0,2,0,0,0,2,2024,"Texas"
"DAWSON CO SO",0,0,0,0,0,1,0,0,2,2024,"Texas"
"WEST COLUMBIA PD",0,0,0,0,1,1,1,0,2,2024,"Texas"
"CHANDLER PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"WARD CO SO",0,0,0,0,0,2,1,0,2,2024,"Texas"
"LLANO PD",0,0,0,1,2,4,0,0,2,2024,"Texas"
"GODLEY PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"SWEENY PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"RENO PD (LAMAR CO)",0,0,0,0,0,3,1,0,2,2024,"Texas"
"RENO PD (PARKER CO)",0,0,0,0,0,0,0,0,2,2024,"Texas"
"DUBLIN PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"PORT ARANSAS PD",0,0,0,0,1,7,1,0,2,2024,"Texas"
"CARSON CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"KENEDY PD",0,0,0,0,0,0,1,0,2,2024,"Texas"
"WEST ORANGE PD",0,0,0,0,2,3,0,1,2,2024,"Texas"
"BREWSTER CO SO",0,0,0,0,0,1,0,0,2,2024,"Texas"
"DONLEY CO SO",0,0,0,0,0,1,0,0,2,2024,"Texas"
"CONCHO CO SO",0,0,0,0,0,1,1,0,2,2024,"Texas"
"WALLER PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"COKE CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"DILLEY PD",0,0,0,0,2,0,0,0,2,2024,"Texas"
"CRANE PD",0,0,0,1,0,2,0,0,2,2024,"Texas"
"ONALASKA PD",0,0,0,1,0,0,0,0,2,2024,"Texas"
"GRAND SALINE PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"ZAVALA CO SO",0,0,0,1,1,0,0,0,2,2024,"Texas"
"CASTRO CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"LAMB CO SO",1,0,0,0,0,5,0,0,2,2024,"Texas"
"WEST LAKE HILLS PD",0,0,0,0,0,5,0,0,2,2024,"Texas"
"HEMPHILL CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"CASTROVILLE PD",0,0,0,0,0,2,0,0,2,2024,"Texas"
"SAN SABA PD",0,0,0,0,0,0,1,0,2,2024,"Texas"
"PRESIDIO PD",0,0,0,0,0,0,1,0,2,2024,"Texas"
"YOAKUM CO SO",0,0,0,1,0,1,0,0,2,2024,"Texas"
"LYTLE PD",0,0,0,0,3,3,5,0,2,2024,"Texas"
"KARNES CITY PD",0,0,0,1,1,0,0,0,2,2024,"Texas"
"NEEDVILLE PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"UPTON CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"HOLLYWOOD PARK PD",0,0,0,0,0,3,1,0,2,2024,"Texas"
"HASKELL PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"CACTUS PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"POTEET PD",0,0,0,0,1,0,0,0,2,2024,"Texas"
"OLNEY PD",0,1,0,0,0,0,0,0,2,2024,"Texas"
"OAK RIDGE NORTH PD",0,0,0,0,0,8,1,0,2,2024,"Texas"
"HARDEMAN CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"STAMFORD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"FAIRFIELD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"TAFT PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"POTTSBORO PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"REAL CO SO",0,0,0,0,0,1,0,0,2,2024,"Texas"
"VAN PD",0,0,0,1,0,2,0,0,2,2024,"Texas"
"HAMILTON PD",0,0,0,0,0,3,0,0,2,2024,"Texas"
"RANCHO VIEJO PD",0,0,0,0,1,0,0,0,2,2024,"Texas"
"TERRY CO SO",0,0,0,0,0,2,0,0,2,2024,"Texas"
"NOLAN CO SO",0,0,0,0,1,2,0,0,2,2024,"Texas"
"BRAZORIA PD",0,0,0,0,1,1,0,0,2,2024,"Texas"
"ABERNATHY PD",0,0,0,1,0,1,0,0,2,2024,"Texas"
"REFUGIO PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"SCHULENBURG PD",0,0,0,1,0,1,0,0,2,2024,"Texas"
"WILBARGER CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"HALLETTSVILLE PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"LYNN CO SO",0,0,0,0,0,0,1,0,2,2024,"Texas"
"MONTGOMERY PD",0,0,0,0,0,6,0,0,2,2024,"Texas"
"BALCONES HEIGHTS PD",0,1,0,2,3,14,7,0,2,2024,"Texas"
"JONESTOWN PD",0,0,0,0,0,2,0,0,2,2024,"Texas"
"HUDSON OAKS PD",0,0,0,1,0,4,0,0,2,2024,"Texas"
"WESTWORTH VILLAGE PD",0,1,0,2,0,3,0,0,2,2024,"Texas"
"STANTON PD",0,0,0,0,0,2,1,0,2,2024,"Texas"
"PALMHURST PD",0,0,0,0,1,18,0,0,2,2024,"Texas"
"WEST PD",0,0,0,1,0,0,0,0,2,2024,"Texas"
"GUNTER PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"SEYMOUR PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"REFUGIO CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"MOUNT VERNON PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"FLOYDADA PD",0,0,0,1,0,3,0,0,2,2024,"Texas"
"JUNCTION PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"PALMER PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"DAINGERFIELD PD",0,0,0,4,0,3,1,0,2,2024,"Texas"
"MARTIN CO SO",0,0,0,0,0,7,0,0,2,2024,"Texas"
"PARMER CO SO",0,0,0,0,1,0,0,0,2,2024,"Texas"
"HOOKS PD",0,0,0,0,1,1,0,0,2,2024,"Texas"
"PANTEGO PD",0,0,0,2,1,4,1,0,2,2024,"Texas"
"BROOKS CO SO",0,0,0,2,0,1,0,0,2,2024,"Texas"
"WOODVILLE PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"PREMONT PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"NIXON PD",0,0,0,0,0,0,1,0,2,2024,"Texas"
"FREER PD",0,0,0,0,1,2,0,0,2,2024,"Texas"
"DE LEON PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"ARCOLA PD",0,1,0,0,1,1,2,0,2,2024,"Texas"
"SCHLEICHER CO SO",0,0,0,0,1,0,0,0,2,2024,"Texas"
"OVERTON PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"HEDWIG VILLAGE PD",0,0,0,0,3,10,2,0,2,2024,"Texas"
"BLUE MOUND PD",0,0,0,1,0,0,1,0,2,2024,"Texas"
"ELECTRA PD",0,0,0,1,1,1,1,0,2,2024,"Texas"
"ROMAN FOREST PD",0,0,0,0,0,5,0,0,2,2024,"Texas"
"RANGER PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"TOOL PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"DALWORTHINGTON GARDENS PD",0,0,0,0,0,3,0,0,2,2024,"Texas"
"KOUNTZE PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"BERTRAM PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"PINEHURST PD",0,0,0,1,1,1,0,0,2,2024,"Texas"
"SHINER PD",0,0,0,0,3,1,0,0,2,2024,"Texas"
"GEORGE WEST PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"MOORE CO SO",0,0,0,0,0,1,0,0,2,2024,"Texas"
"WEIMAR PD",0,0,0,1,1,1,0,0,2,2024,"Texas"
"IDALOU PD",0,0,0,0,2,0,0,0,2,2024,"Texas"
"WHITNEY PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"COLLINSVILLE PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"CROSS ROADS PD",0,0,0,0,0,5,0,0,2,2024,"Texas"
"SOUTH PADRE ISLAND PD",0,1,0,0,1,6,1,0,2,2024,"Texas"
"GANADO PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"QUITMAN PD",0,0,0,1,0,1,0,0,2,2024,"Texas"
"HALE CENTER PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"BLANCO PD",0,0,0,0,1,0,0,0,2,2024,"Texas"
"MENARD CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"KIMBLE CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"SHEPHERD PD",0,0,0,0,1,1,0,0,2,2024,"Texas"
"PATTON VILLAGE PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"RHOME PD",0,0,0,0,2,1,2,0,2,2024,"Texas"
"BEVERLY HILLS PD",0,1,0,1,1,4,1,0,2,2024,"Texas"
"SAN AUGUSTINE PD",0,0,0,1,0,0,0,0,2,2024,"Texas"
"JEFF DAVIS CO SO",0,1,0,0,0,1,0,0,2,2024,"Texas"
"INGRAM PD",0,0,0,0,0,0,1,0,2,2024,"Texas"
"HAMLIN PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"WHITEWRIGHT PD",0,1,0,1,0,0,0,0,2,2024,"Texas"
"SOUTHSIDE PLACE PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"BUFFALO PD",0,0,0,0,3,0,0,0,2,2024,"Texas"
"SOUR LAKE PD",0,0,0,0,0,2,1,0,2,2024,"Texas"
"JEFFERSON PD",0,0,0,0,1,4,0,0,2,2024,"Texas"
"SOMERSET PD",0,0,0,1,0,0,0,0,2,2024,"Texas"
"LINDEN PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"FRANKLIN PD",0,0,0,0,0,1,1,0,2,2024,"Texas"
"HONEY GROVE PD",0,0,0,0,2,0,0,0,2,2024,"Texas"
"KEMAH PD",0,0,0,1,2,4,0,0,2,2024,"Texas"
"LORENA PD",0,0,0,0,2,4,0,0,2,2024,"Texas"
"REEVES CO SO",0,0,0,1,0,13,2,0,2,2024,"Texas"
"BAILEY CO SO",0,0,0,0,1,0,0,0,2,2024,"Texas"
"GREGORY PD",0,0,0,1,0,0,0,0,2,2024,"Texas"
"SUNRAY PD",0,0,0,0,1,0,0,0,2,2024,"Texas"
"BOVINA PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"THROCKMORTON CO SO",0,0,0,0,0,1,0,0,2,2024,"Texas"
"CHARLOTTE PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"LAKESIDE PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"THREE RIVERS PD",0,0,0,0,0,0,1,0,2,2024,"Texas"
"BELLS PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"NEWTON PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"IRION CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"BANGS PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"QUINLAN PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"SEVEN POINTS PD",0,0,0,0,0,0,1,0,2,2024,"Texas"
"KERENS PD",0,0,0,0,0,2,1,0,2,2024,"Texas"
"OCHILTREE CO SO",0,1,0,2,0,1,0,0,2,2024,"Texas"
"CROSBYTON PD",0,0,0,0,1,0,0,0,2,2024,"Texas"
"MERIDIAN PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"LONE STAR PD",0,0,0,0,1,0,0,0,2,2024,"Texas"
"EMORY PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"SOMERVILLE PD",0,0,0,0,0,3,0,0,2,2024,"Texas"
"QUEEN CITY PD",0,0,0,0,1,3,0,0,2,2024,"Texas"
"SABINAL PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"TATUM PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"WALLIS PD",0,0,0,0,1,0,0,0,2,2024,"Texas"
"NATALIA PD",0,0,0,0,0,0,1,0,2,2024,"Texas"
"KEMP PD",0,0,0,0,4,0,0,0,2,2024,"Texas"
"BIG SANDY PD",0,1,0,0,0,1,1,0,2,2024,"Texas"
"SHACKELFORD CO SO",0,0,0,0,0,1,0,0,2,2024,"Texas"
"LEXINGTON PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"RICE PD",0,0,0,0,1,1,0,0,2,2024,"Texas"
"WOODSBORO PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"ROSCOE PD",0,0,0,0,1,0,0,0,2,2024,"Texas"
"MARTINDALE PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"OYSTER CREEK PD",0,0,0,0,0,0,1,0,2,2024,"Texas"
"LA GRULLA PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"GRANGER PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"FLOYD CO SO",0,0,0,1,2,1,0,1,2,2024,"Texas"
"ORE CITY PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"EUSTACE PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"STONEWALL CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"HOLLAND PD",0,0,0,0,1,0,0,0,2,2024,"Texas"
"FRANKSTON PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"CHILDRESS CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"JAMAICA BEACH PD",0,0,0,0,1,0,0,0,2,2024,"Texas"
"HOLIDAY LAKES PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"HEMPHILL PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"KNOX CITY PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"MOTLEY CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"CROSBY CO SO",0,0,0,0,0,2,0,0,2,2024,"Texas"
"SEADRIFT PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"NEW LONDON PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"ARP PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"EAST MOUNTAIN PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"HILL COUNTRY VILLAGE PD",0,0,0,0,1,0,0,0,2,2024,"Texas"
"MILES PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"BREMOND PD",0,0,0,0,1,1,0,0,2,2024,"Texas"
"GARRETT PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"WINK PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"DAWSON PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"PAYNE SPRINGS PD",0,0,0,0,1,0,0,0,2,2024,"Texas"
"SURFSIDE BEACH PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"SUNSET VALLEY PD",0,0,0,0,0,22,4,0,2,2024,"Texas"
"WINKLER CO SO",0,0,0,1,1,1,1,0,2,2024,"Texas"
"ALBA PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"ALMA PD",0,0,0,0,0,0,1,0,2,2024,"Texas"
"KENEDY CO SO",0,0,0,0,0,0,0,0,2,2024,"Texas"
"TODD MISSION PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"CUNEY PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"LOVING CO SO",0,0,0,0,1,0,1,0,2,2024,"Texas"
"LUFKIN ISD PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"HUNTINGTON ISD PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"PLEASANTON ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"SEALY ISD PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
