"city_state_id","Agency Name","Month","Year","vio_crime","prop_crime","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Agency","State","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","ori","pub_agency_name","state_abbr","region_name","division_name","population","city_state","Agency_Type","State_ref"
"Tracy,CA,City","Tracy",1,2017,17,231,0,2,7,8,31,166,34,"Tracy","West","https://tracypd.com/crime-mapping","Agency Aggregated","Open Source",99347,NA,NA,"","CA0390600","Tracy","CA","West","Pacific",99347,"Tracy,CA","City","CA"
"Travis,TX,County","Travis",1,2017,72,307,1,16,5,50,99,187,21,"Travis","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",277111,NA,NA,"Inferred Jan & Aug 2023 from 12 month average","TX2270000","Travis","TX","South","West South Central",277111,"Travis,TX","County","TX"
"Troy,MI,City","Troy",1,2017,5,93,0,1,0,4,9,80,4,"Troy","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",87265,NA,NA,"","MI6378400","Troy","MI","Midwest","East North Central",87265,"Troy,MI","City","MI"
"Tucson,AZ,City","Tucson",1,2017,360,2211,3,48,124,185,399,1671,141,"Tucson","West","https://app.powerbigov.us/view?r=eyJrIjoiY2ViZmNiYzAtMDQ5ZC00OTMwLTliMTgtYjM1ZjAwYjJlMTkzIiwidCI6ImQyMWU1OWVjLWMyMDgtNDNlYi1hYWYxLWNmMDZkOWExOTZlMCJ9&pageName=ReportSectionccd6be2a1a0db780dadd","Agency Aggregated","Open Source",548544,NA,NA,"","AZ0100300","Tucson","AZ","West","Mountain",548544,"Tucson,AZ","City","AZ"
"Twin Falls,ID,City","Twin Falls",1,2017,21,104,0,3,1,17,22,68,14,"Twin Falls","West","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",55447,NA,NA,"","ID0420200","Twin Falls","ID","West","Mountain",55447,"Twin Falls,ID","City","ID"
"Tyler,TX,City","Tyler",1,2017,44,294,0,9,3,32,51,228,15,"Tyler","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",110824,NA,NA,"","TX2120400","Tyler","TX","South","West South Central",110824,"Tyler,TX","City","TX"
"Upper Darby,PA,City","Upper Darby",1,2017,30,135,0,1,17,12,15,104,16,"Upper Darby","Northeast","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",84468,NA,NA,"","PA0233700","Upper Darby","PA","Northeast","Middle Atlantic",84468,"Upper Darby,PA","City","PA"
"Vallejo,CA,City","Vallejo",1,2017,88,408,1,9,33,45,213,100,95,"Vallejo","West","https://www.vallejopd.net/public_information/crime_data/operations_bureau_reports/operations_bureau_2024_reports","Agency Aggregated","Open Source",122419,NA,NA,"","CA0480700","Vallejo","CA","West","Pacific",122419,"Vallejo,CA","City","CA"
"Victoria,TX,City","Victoria",1,2017,24,203,0,5,7,12,45,150,8,"Victoria","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",65298,NA,NA,"","TX2350100","Victoria","TX","South","West South Central",65298,"Victoria,TX","City","TX"
"Virginia Beach,VA,City","Virginia Beach",1,2017,59,674,2,5,38,14,65,583,26,"Virginia Beach","South","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",453991,NA,NA,"","VA1280000","Virginia Beach","VA","South","South Atlantic",453991,"Virginia Beach,VA","City","VA"
"Waco,TX,City","Waco",1,2017,38,434,0,7,6,25,81,343,10,"Waco","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",145741,NA,NA,"","TX1551200","Waco","TX","South","West South Central",145741,"Waco,TX","City","TX"
"Wake Forest,NC,City","Wake Forest",1,2018,2,77,0,0,0,2,10,66,1,"Wake Forest","South","From NC","State UCR","Provided by Agency",52609,NA,NA,"Inferred Jan - May 2019 from annual average","NC0920700","Wake Forest","NC","South","South Atlantic",52609,"Wake Forest,NC","City","NC"
"Wake,NC,County","Wake",2,2025,15,73,0,2,3,10,17,44,12,"Wake","South","From NC","State UCR","Provided by Agency",198748,NA,NA,"Inferred Oct 2018 from annual average","NC0920000","Wake","NC","South","South Atlantic",198748,"Wake,NC","County","NC"
"Waltham,MA,City","Waltham",1,2017,8,36,0,1,1,6,6,28,2,"Waltham","Northeast","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",63797,NA,NA,"","MA0094700","Waltham","MA","Northeast","New England",63797,"Waltham,MA","City","MA"
"Warren,MI,City","Warren",1,2017,56,218,1,9,11,35,52,127,39,"Warren","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",136121,NA,NA,"","MI5080600","Warren","MI","Midwest","East North Central",136121,"Warren,MI","City","MI"
"Warren,OH,County","Warren",1,2017,10,175,0,2,1,7,48,112,15,"Warren","Midwest","From OH","State UCR","From OH",102918,NA,NA,"","OH0830000","Warren","OH","Midwest","East North Central",102918,"Warren,OH","County","OH"
"Warwick,RI,City","Warwick",1,2017,10,126,0,2,0,8,16,105,5,"Warwick","Northeast","https://riucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",83369,NA,NA,"","RI0020300","Warwick","RI","Northeast","New England",83369,"Warwick,RI","City","RI"
"Washington,DC,City","Washington",1,2017,426,2595,8,22,212,184,153,2273,169,"Washington","South","https://crimecards.dc.gov/","Agency RMS","Open Source",678972,NA,NA,"","DCMPD0000","Washington","DC","South","South Atlantic",678972,"Washington,DC","City","DC"
"Washington,MD,County","Washington",1,2017,25,99,0,3,4,18,37,60,2,"Washington","South","https://washcosheriff.com/crime/crime-statistics/","Agency Aggregated","Open Source",104179,NA,NA,"","MD0220000","Washington","MD","South","South Atlantic",104179,"Washington,MD","County","MD"
"Washington,OR,County","Washington",1,2017,31,162,0,12,3,16,23,124,15,"Washington","West","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",239309,NA,NA,"","OR0340000","Washington","OR","West","Pacific",239309,"Washington,OR","County","OR"
"Washoe,NV,County","Washoe",1,2017,15,73,0,3,1,11,20,45,8,"Washoe","West","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",111776,NA,NA,"","NV0160000","Washoe","NV","West","Mountain",111776,"Washoe,NV","County","NV"
"Washtenaw,MI,County","Washtenaw",1,2017,34,147,0,5,6,23,39,80,28,"Washtenaw","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",161396,NA,NA,"","MI8118100","Washtenaw","MI","Midwest","East North Central",161396,"Washtenaw,MI","County","MI"
"Waterbury,CT,City","Waterbury",2,2018,35,287,0,2,16,17,25,212,50,"Waterbury","Northeast","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",115380,NA,NA,"","CT0015100","Waterbury","CT","Northeast","New England",115380,"Waterbury,CT","City","CT"
"Waterford Township,MI,City","Waterford Township",1,2017,3,62,0,1,2,0,17,40,5,"Waterford Township","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",69153,NA,NA,"","MI6380800","Waterford Township","MI","Midwest","East North Central",69153,"Waterford Township,MI","City","MI"
"West Bloomfield Township,MI,City","West Bloomfield Township",1,2017,4,44,0,1,0,3,6,37,1,"West Bloomfield Township","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",64904,NA,NA,"","MI6381500","West Bloomfield Township","MI","Midwest","East North Central",64904,"West Bloomfield Township,MI","City","MI"
"West Chester Township,OH,City","West Chester Township",1,2017,8,88,0,3,4,1,17,66,5,"West Chester Township","Midwest","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",62860,NA,NA,"","OH0091500","West Chester Township","OH","Midwest","East North Central",62860,"West Chester Township,OH","City","OH"
"West Hartford,CT,City","West Hartford",2,2022,4,113,0,0,4,0,4,107,2,"West Hartford","Northeast","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",64423,NA,NA,"","CT0015500","West Hartford","CT","Northeast","New England",64423,"West Hartford,CT","City","CT"
"West Haven,CT,City","West Haven",8,2020,7,109,0,2,1,4,10,86,13,"West Haven","Northeast","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",54791,NA,NA,"","CT0015600","West Haven","CT","Northeast","New England",54791,"West Haven,CT","City","CT"
"Westland,MI,City","Westland",1,2017,25,104,0,6,7,12,13,79,12,"Westland","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",83463,NA,NA,"","MI8281700","Westland","MI","Midwest","East North Central",83463,"Westland,MI","City","MI"
"Weymouth,MA,City","Weymouth",1,2017,15,48,0,1,2,12,6,34,8,"Weymouth","Northeast","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",57725,NA,NA,"","MA0112700","Weymouth","MA","Northeast","New England",57725,"Weymouth,MA","City","MA"
"Wichita Falls,TX,City","Wichita Falls",1,2017,33,262,0,5,11,17,79,162,21,"Wichita Falls","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",102740,NA,NA,"","TX2430500","Wichita Falls","TX","South","West South Central",102740,"Wichita Falls,TX","City","TX"
"Will,IL,County","Will",1,2017,12,68,0,4,1,7,23,42,3,"Will","Midwest","https://ilucr.nibrs.com/Report/CrimeTrends","State UCR","Open Source",104475,NA,NA,"","IL0990000","Will","IL","Midwest","East North Central",104475,"Will,IL","County","IL"
"Williamson,TX,County","Williamson",1,2017,6,113,0,1,0,5,26,72,15,"Williamson","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",202897,NA,NA,"","TX2460000","Williamson","TX","South","West South Central",202897,"Williamson,TX","County","TX"
"Wilmington,NC,City","Wilmington",1,2023,59,300,1,2,9,47,44,228,28,"Wilmington","South","From NC","State UCR","Provided by Agency",122675,NA,NA,"","NC0650200","Wilmington","NC","South","South Atlantic",122675,"Wilmington,NC","City","NC"
"Winston-Salem,NC,City","Winston-Salem",7,2018,237,1072,2,7,43,185,226,772,74,"Winston-Salem","South","From NC","State UCR","Provided by Agency",252132,NA,NA,"Inferred Dec 2016, Feb 2017, June 2018 from annual average","NC0340200","Winston-Salem","NC","South","South Atlantic",252132,"Winston-Salem,NC","City","NC"
"Woodbury,MN,City","Woodbury",1,2017,5,108,0,3,0,2,9,93,6,"Woodbury","Midwest","https://cde.state.mn.us/","State UCR","Open Source",80153,NA,NA,"","MN0821100","Woodbury","MN","Midwest","West North Central",80153,"Woodbury,MN","City","MN"
"Wright,MN,County","Wright",1,2017,10,101,0,4,3,3,6,90,5,"Wright","Midwest","https://cde.state.mn.us/CrimesAgainstPerson/CrimesAgainstPerson","State UCR","Open Source",129359,NA,NA,"","MN0860000","Wright","MN","Midwest","West North Central",129359,"Wright,MN","County","MN"
"Wyoming,MI,City","Wyoming",1,2017,28,129,0,6,4,18,10,100,19,"Wyoming","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",76712,NA,NA,"","MI4183400","Wyoming","MI","Midwest","East North Central",76712,"Wyoming,MI","City","MI"
"Yuma,AZ,City","Yuma",1,2017,43,255,1,2,10,30,63,177,15,"Yuma","West","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",99610,NA,NA,"","AZ0140500","Yuma","AZ","West","Mountain",99610,"Yuma,AZ","City","AZ"
