"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","Type","Source","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori","pub_agency_name","state_abbr","region_name","division_name","agency_name","state_abb","population_1","group","x7","x8","x9","count_of_murder","population","city_state.y","Agency_Type.y","State_ref","State"
"Lexington,KY,City","Lexington",2,19,19,31,67,465,109,2025,7,"City","Manual","Lexington,KY","City",71,641,"Lexington","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",323254,NA,NA,"","","KY0340200","Lexington",NA,"South","East South Central","lexington","KY",323254,"city 250,000 thru 499,999",NA,NA,NA,NA,319994,"Lexington, KY","City","KY","KY"
"Lexington,SC,County","Lexington",0,7,4,48,58,293,43,2022,3,"County",NA,"Lexington,SC","County",59,394,"Lexington","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",232613,NA,NA,"","","SC0320000","Lexington",NA,"South","South Atlantic","lexington","SC",236417,"msa-county 100,000+",NA,NA,NA,NA,232613,"Lexington, SC","County","SC","SC"
"Lincoln,CA,City","Lincoln",0,0,1,4,2,22,2,2024,1,"City",NA,"Lincoln,CA","City",5,26,"Lincoln","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",53950,NA,NA,"","","CA0310300","Lincoln",NA,"West","Pacific","lincoln","CA",56152,"city 50,000 thru 99,999",NA,NA,NA,NA,53950,"Lincoln, CA","City","CA","CA"
"Lincoln,NE,City","Lincoln",0,18,10,33,73,456,24,2017,3,"City",NA,"Lincoln,NE","City",61,553,"Lincoln","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",293155,NA,NA,"","","NB0550100","Lincoln",NA,"Midwest","West North Central","lincoln","NE",295808,"city 250,000 thru 499,999",NA,NA,NA,NA,293155,"Lincoln, NE","City","NE","NE"
"Little Elm,TX,City","Little Elm",0,6,0,4,2,18,3,2022,7,"City",NA,"Little Elm,TX","City",10,23,"Little Elm","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",59954,NA,NA,"","","TX0611300","Little Elm",NA,"South","West South Central","little elm","TX",62837,"city 50,000 thru 99,999",NA,NA,NA,NA,59954,"Little Elm, TX","City","TX","TX"
"Little Rock,AR,City","Little Rock",5,18,21,219,162,543,94,2021,1,"City",NA,"Little Rock,AR","City",263,799,"Little Rock","https://www.littlerock.gov/media/21988/part-i-offenses-by-month.pdf","Agency Aggregated","Open Source",202986,NA,NA,"","","AR0600200","Little Rock",NA,"South","West South Central","little rock","AR",204247,"city 100,000 thru 249,999",NA,NA,NA,NA,202986,"Little Rock, AR","City","AR","AR"
"Livermore,CA,City","Livermore",0,1,4,7,28,129,17,2018,1,"City",NA,"Livermore,CA","City",12,174,"Livermore","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",83155,NA,NA,"","","CA0010700","Livermore",NA,"West","Pacific","livermore","CA",81316,"city 50,000 thru 99,999",NA,NA,NA,NA,83155,"Livermore, CA","City","CA","CA"
"Livingston,LA,County","Livingston",2,4,1,23,87,229,2,2018,5,"County",NA,"Livingston,LA","County",30,318,"Livingston","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",134038,NA,NA,"","","LA0320000","Livingston",NA,"South","West South Central","livingston","LA",136545,"msa-county 100,000+",NA,NA,NA,NA,134038,"Livingston, LA","County","LA","LA"
"Livingston,MI,County","Livingston",1,0,0,0,6,26,0,2025,3,"County","CDE","Livingston,MI","County",1,32,"Livingston","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",129813,NA,NA,"","","MI4714700","Livingston",NA,"Midwest","East North Central","livingston","MI",131955,"msa-county 100,000+",NA,NA,NA,NA,129813,"Livingston, MI","County","MI","MI"
"Logan,UT,City","Logan",0,5,0,2,12,41,3,2020,2,"City",NA,"Logan,UT","City",7,56,"Logan","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",55645,NA,NA,"","","UT0030100","Logan",NA,"West","Mountain","logan","UT",56083,"city 50,000 thru 99,999",NA,NA,NA,NA,55645,"Logan, UT","City","UT","UT"
"Long Beach,CA,City","Long Beach",3,49,89,185,191,587,335,2023,6,"City",NA,"Long Beach,CA","City",326,1113,"Long Beach","https://www.longbeach.gov/police/crime-info/crime-statistics/","Agency Aggregated","Open Source",444415,NA,NA,"","","CA0194100","Long Beach",NA,"West","Pacific","long beach","CA",444232,"city 250,000 thru 499,999",NA,NA,NA,NA,444415,"Long Beach, CA","City","CA","CA"
"Longview,TX,City","Longview",1,2,8,27,38,152,24,2018,7,"City",NA,"Longview,TX","City",38,214,"Longview","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",82981,NA,NA,"","","TX0920500","Longview",NA,"South","West South Central","longview","TX",81344,"city 50,000 thru 99,999",NA,NA,NA,NA,82981,"Longview, TX","City","TX","TX"
"Los Angeles,CA,City","Los Angeles",31,164,670,1589,1240,5382,1787,2023,4,"City",NA,"Los Angeles,CA","City",2454,8409,"Los Angeles","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",3786018,NA,NA,"","","CA0194200","Los Angeles",NA,"West","Pacific","los angeles","CA",3796352,"city 1,000,000+",NA,NA,NA,NA,3786018,"Los Angeles, CA","City","CA","CA"
"Los Angeles,CA,County","Los Angeles",11,15,287,638,673,2460,926,2025,12,"County","Scrape","Los Angeles,CA","County",951,4059,"Los Angeles","https://lasd.org/transparency/part1and2crimedata/#part1","Agency Aggregated","Open Source",1008018,NA,NA,"","","CA0190000","Los Angeles",NA,"West","Pacific","los angeles","CA",1110752,"msa-county 100,000+",NA,NA,NA,NA,1008018,"Los Angeles, CA","County","CA","CA"
"Loudoun,VA,County","Loudoun",0,10,4,15,12,198,14,2017,9,"County",NA,"Loudoun,VA","County",29,224,"Loudoun","From VA","State UCR","Provided by State UCR Program",378299,NA,NA,"","","VA0530000","Loudoun",NA,"South","South Atlantic","loudoun","VA",385187,"msa-county 100,000+",NA,NA,NA,NA,378299,"Loudoun, VA","County","VA","VA"
"Louisville,KY,City","Louisville",20,11,137,390,488,1497,451,2020,8,"City",NA,"Louisville,KY","City",558,2436,"Louisville","https://data.louisvilleky.gov/search?tags=lmpd","Agency RMS","Open Source",669468,NA,NA,"","","KY0568000","Louisville",NA,"South","East South Central","louisville metro","KY",676843,"city 500,000 thru 999,999",NA,NA,NA,NA,669468,"Louisville, KY","City","KY","KY"
"Loveland,CO,City","Loveland",0,6,0,8,13,113,10,2017,4,"City",NA,"Loveland,CO","City",14,136,"Loveland","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",78656,NA,NA,"","","CO0350400","Loveland",NA,"West","Mountain","loveland","CO",80374,"city 50,000 thru 99,999",NA,NA,NA,NA,78656,"Loveland, CO","City","CO","CO"
"Lower Merion,PA,City","Lower Merion",0,1,4,1,4,51,3,2022,3,"City",NA,"Lower Merion,PA","City",6,58,"Lower Merion","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",64350,NA,NA,"","","PA0461400","Lower Merion",NA,"Northeast","Middle Atlantic","lower merion township","PA",64290,"city 50,000 thru 99,999",NA,NA,NA,NA,64350,"Lower Merion, PA","City","PA","PA"
"Lower Paxton,PA,City","Lower Paxton",0,2,4,4,3,37,1,2017,1,"City",NA,"Lower Paxton,PA","City",10,41,"Lower Paxton","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",55204,NA,NA,"","","PA0220400","Lower Paxton",NA,"Northeast","Middle Atlantic","lower paxton township","PA",55174,"city 50,000 thru 99,999",NA,NA,NA,NA,55204,"Lower Paxton, PA","City","PA","PA"
"Lubbock,TX,City","Lubbock",1,17,32,153,138,492,53,2023,3,"City",NA,"Lubbock,TX","City",203,683,"Lubbock","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",266960,NA,NA,"","","TX1520200","Lubbock",NA,"South","West South Central","lubbock","TX",269900,"city 250,000 thru 499,999",NA,NA,NA,NA,266960,"Lubbock, TX","City","TX","TX"
"Lynchburg,VA,City","Lynchburg",2,4,2,19,13,79,13,2024,2,"City",NA,"Lynchburg,VA","City",27,105,"Lynchburg","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",79509,NA,NA,"","","VA1140000","Lynchburg",NA,"South","South Atlantic","lynchburg","VA",80339,"city 50,000 thru 99,999",NA,NA,NA,NA,79509,"Lynchburg, VA","City","VA","VA"
"Macomb,MI,County","Macomb",0,4,1,30,4,64,21,2023,8,"County",NA,"Macomb,MI","County",35,89,"Macomb","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",191695,NA,NA,"","","MI5015000","Macomb",NA,"Midwest","East North Central","macomb","MI",200960,"msa-county 100,000+",NA,NA,NA,NA,191695,"Macomb, MI","County","MI","MI"
"Madera,CA,City","Madera",1,5,2,28,7,53,15,2023,5,"City",NA,"Madera,CA","City",36,75,"Madera","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",68607,NA,NA,"","","CA0200200","Madera",NA,"West","Pacific","madera","CA",68607,"city 50,000 thru 99,999",NA,NA,NA,NA,68862,"Madera, CA","City","CA","CA"
"Manchester,CT,City","Manchester",0,3,3,4,10,94,12,2017,4,"City",NA,"Manchester,CT","City",10,116,"Manchester","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",59408,NA,NA,"","","CT0007700","Manchester",NA,"Northeast","New England","manchester","CT",59378,"city 50,000 thru 99,999",NA,NA,NA,NA,59408,"Manchester, CT","City","CT","CT"
"Manchester,NH,City","Manchester",1,5,10,26,16,139,16,2023,6,"City",NA,"Manchester,NH","City",42,171,"Manchester","https://www.manchesternh.gov/Departments/Police/Administrative-Division/Crime-Analysis/Interactive-Data-Dashboards","Agency Aggregated","Open Source",114963,NA,NA,"","","NH0063400","Manchester",NA,"Northeast","New England","manchester","NH",115464,"city 100,000 thru 249,999",NA,NA,NA,NA,114963,"Manchester, NH","City","NH","NH"
"Mansfield,TX,City","Mansfield",0,1,4,5,14,89,14,2023,9,"City",NA,"Mansfield,TX","City",10,117,"Mansfield","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",78788,NA,NA,"","","TX2202000","Mansfield",NA,"South","West South Central","mansfield","TX",74436,"city 50,000 thru 99,999",NA,NA,NA,NA,78788,"Mansfield, TX","City","TX","TX"
"Manteca,CA,City","Manteca",0,2,2,9,23,118,16,2019,2,"City",NA,"Manteca,CA","City",13,157,"Manteca","https://www.manteca.gov/departments/police-department/crime-information","Agency Aggregated","Open Source",88518,NA,NA,"","","CA0390300","Manteca",NA,"West","Pacific","manteca","CA",93538,"city 50,000 thru 99,999",NA,NA,NA,NA,88518,"Manteca, CA","City","CA","CA"
"Maple Grove,MN,City","Maple Grove",0,0,1,2,4,116,8,2018,10,"City",NA,"Maple Grove,MN","City",3,128,"Maple Grove","https://cde.state.mn.us/","State UCR","Open Source",70729,NA,NA,"","","MN0272700","Maple Grove",NA,"Midwest","West North Central","maple grove","MN",71622,"city 50,000 thru 99,999",NA,NA,NA,NA,70729,"Maple Grove, MN","City","MN","MN"
"Marana,AZ,City","Marana",0,1,0,3,9,68,6,2017,3,"City",NA,"Marana,AZ","City",4,83,"Marana","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",57718,NA,NA,"","","AZ0100900","Marana",NA,"West","Mountain","marana","AZ",60507,"city 50,000 thru 99,999",NA,NA,NA,NA,57718,"Marana, AZ","City","AZ","AZ"
"Maricopa,AZ,City","Maricopa",0,1,2,39,3,30,5,2025,5,"City","Scrape","Maricopa,AZ","City",42,38,"Maricopa","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",70355,NA,NA,"","","AZ0111700","Maricopa",NA,"West","Mountain","maricopa","AZ",75614,"city 50,000 thru 99,999",NA,NA,NA,NA,70355,"Maricopa, AZ","City","AZ","AZ"
"McAllen,TX,City","McAllen",0,4,4,25,9,245,4,2021,10,"City",NA,"McAllen,TX","City",33,258,"McAllen","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",145684,NA,NA,"","","TX1080800","McAllen",NA,"South","West South Central","mcallen","TX",148017,"city 100,000 thru 249,999",NA,NA,NA,NA,145684,"McAllen, TX","City","TX","TX"
"Mckinney,TX,City","Mckinney",0,6,5,10,29,122,11,2018,11,"City",NA,"Mckinney,TX","City",21,162,"Mckinney","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",212716,NA,NA,"","","TX0430500","Mckinney",NA,"South","West South Central","mckinney","TX",219132,"city 100,000 thru 249,999",NA,NA,NA,NA,212716,"Mckinney, TX","City","TX","TX"
"Memphis,TN,City","Memphis",31,29,147,1201,410,1961,389,2021,6,"City",NA,"Memphis,TN","City",1408,2760,"Memphis","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Agency Aggregated","Open Source",616061,NA,NA,"","","TNMPD0000","Memphis",NA,"South","East South Central","memphis","TN",613207,"city 500,000 thru 999,999",NA,NA,NA,NA,616061,"Memphis, TN","City","TN","TN"
"Merced,CA,City","Merced",0,6,10,31,40,121,34,2020,1,"City",NA,"Merced,CA","City",47,195,"Merced","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",94125,NA,NA,"","","CA0240600","Merced",NA,"West","Pacific","merced","CA",96077,"city 50,000 thru 99,999",NA,NA,NA,NA,94125,"Merced, CA","City","CA","CA"
"Meridian,ID,City","Meridian",0,3,1,5,4,129,9,2019,2,"City",NA,"Meridian,ID","City",9,142,"Meridian","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",135239,NA,NA,"","","ID0010300","Meridian",NA,"West","Mountain","meridian","ID",140353,"city 100,000 thru 249,999",NA,NA,NA,NA,135239,"Meridian, ID","City","ID","ID"
"Mesa,AZ,City","Mesa",2,23,40,80,130,703,106,2020,3,"City",NA,"Mesa,AZ","City",145,939,"Mesa","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",515848,NA,NA,"","","AZ0071700","Mesa",NA,"West","Mountain","mesa","AZ",513585,"city 500,000 thru 999,999",NA,NA,NA,NA,515848,"Mesa, AZ","City","AZ","AZ"
"Mesquite,TX,City","Mesquite",2,7,16,35,63,304,67,2021,10,"City",NA,"Mesquite,TX","City",60,434,"Mesquite","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",147926,NA,NA,"","","TX0571800","Mesquite",NA,"South","West South Central","mesquite","TX",148598,"city 100,000 thru 249,999",NA,NA,NA,NA,147926,"Mesquite, TX","City","TX","TX"
"Miami Beach,FL,City","Miami Beach",0,13,11,24,68,366,39,2021,2,"City",NA,"Miami Beach,FL","City",48,473,"Miami Beach","https://www.miamibeachfl.gov/yourmbpd/monthlycrimesdatareport/","Agency Aggregated","Open Source",78824,NA,NA,"Population via FBI CIUS 2020","","FL0130700","Miami Beach",NA,"South","South Atlantic","miami beach","FL",78676,"city 50,000 thru 99,999",NA,NA,NA,NA,78824,"Miami Beach, FL","City","FL","FL"
"Miami,FL,City","Miami",6,16,53,132,100,681,146,2020,11,"City",NA,"Miami,FL","City",207,927,"Miami","https://www.miami-police.org/Records-Data_Download_Files.html","Agency RMS","Open Source",452929,NA,NA,"","","FL0130600","Miami",NA,"South","South Atlantic","miami","FL",460392,"city 250,000 thru 499,999",NA,NA,NA,NA,452929,"Miami, FL","City","FL","FL"
"Midwest City,OK,City","Midwest City",1,4,4,2,35,112,8,2017,4,"City",NA,"Midwest City,OK","City",11,155,"Midwest City","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57961,NA,NA,"","","OK0550400","Midwest City",NA,"South","West South Central","midwest city","OK",57961,"city 50,000 thru 99,999",NA,NA,NA,NA,57696,"Midwest City, OK","City","OK","OK"
"Milford,CT,City","Milford",0,0,4,0,15,59,7,2018,10,"City",NA,"Milford,CT","City",4,81,"Milford","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",53011,NA,NA,"","","CT0008400","Milford",NA,"Northeast","New England","milford","CT",53065,"city 50,000 thru 99,999",NA,NA,NA,NA,53011,"Milford, CT","City","CT","CT"
"Millcreek,PA,City","Millcreek",0,1,0,3,14,63,1,2017,8,"City",NA,"Millcreek,PA","City",4,78,"Millcreek","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",53119,NA,NA,"Erie County","","PA0250300","Millcreek",NA,"Northeast","Middle Atlantic","millcreek township","PA",52803,"city 50,000 thru 99,999",NA,NA,NA,NA,53119,"Millcreek, PA","City","PA","PA"
"Milpitas,CA,City","Milpitas",0,NA,4,6,16,109,13,2025,8,"City","Manual","Milpitas,CA","City",10,138,"Milpitas","https://www.milpitas.gov/1107/Crime-and-Incident-Data","Agency Aggregated","Open Source",76573,NA,NA,"","","CA0430800","Milpitas",NA,"West","Pacific","milpitas","CA",76523,"city 50,000 thru 99,999",NA,NA,NA,NA,76573,"Milpitas, CA","City","CA","CA"
"Minneapolis,MN,City","Minneapolis",6,44,109,320,262,1241,504,2025,8,"City","Scrape","Minneapolis,MN","City",479,2007,"Minneapolis","https://cde.state.mn.us/","State UCR","Open Source",422341,NA,NA,"","","MN0271100","Minneapolis",NA,"Midwest","West North Central","minneapolis","MN",423282,"city 250,000 thru 499,999",NA,NA,NA,NA,422341,"Minneapolis, MN","City","MN","MN"
"Minnetonka,MN,City","Minnetonka",0,0,0,2,4,42,1,2025,12,"City","Scrape","Minnetonka,MN","City",2,47,"Minnetonka","https://cde.state.mn.us/","State UCR","Open Source",51791,NA,NA,"","","MN0271200","Minnetonka",NA,"Midwest","West North Central","minnetonka","MN",51935,"city 50,000 thru 99,999",NA,NA,NA,NA,51791,"Minnetonka, MN","City","MN","MN"
"Mission Viejo,CA,City","Mission Viejo",0,0,1,4,4,29,3,2021,6,"City",NA,"Mission Viejo,CA","City",5,36,"Mission Viejo","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",89699,NA,NA,"","","CA030350X","Mission Viejo",NA,"West","Pacific",NA,NA,90944,NA,NA,NA,NA,NA,90944,"Mission Viejo, CA","City","CA","CA"
"Missoula,MT,City","Missoula",0,9,0,21,32,267,18,2019,6,"City",NA,"Missoula,MT","City",30,317,"Missoula","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",78911,NA,NA,"","","MT0320100","Missoula",NA,"West","Mountain","missoula","MT",78911,"city 50,000 thru 99,999",NA,NA,NA,NA,78269,"Missoula, MT","City","MT","MT"
"Mobile,AL,City","Mobile",2,NA,NA,NA,NA,NA,NA,2019,4,"City",NA,"Mobile,AL","City",2,0,"Mobile","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",237469,NA,NA,"","","AL0020100","Mobile",NA,"South","East South Central","mobile","AL",237092,"city 100,000 thru 249,999",NA,NA,NA,102,237469,"Mobile, AL","City","AL","AL"
"Monterey Park,CA,City","Monterey Park",0,0,7,6,30,104,17,2018,4,"City",NA,"Monterey Park,CA","City",13,151,"Monterey Park","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57419,NA,NA,"","","CA0194800","Monterey Park",NA,"West","Pacific","monterey park","CA",56904,"city 50,000 thru 99,999",NA,NA,NA,NA,57419,"Monterey Park, CA","City","CA","CA"
"Monterey,CA,County","Monterey",0,4,3,7,16,52,4,2020,11,"County",NA,"Monterey,CA","County",14,72,"Monterey","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",103695,NA,NA,"","","CA0270000","Monterey",NA,"West","Pacific","monterey","CA",107372,"msa-county 100,000+",NA,NA,NA,NA,103695,"Monterey, CA","County","CA","CA"
"Montgomery,MD,County","Montgomery",2,39,43,99,128,1190,245,2023,5,"County",NA,"Montgomery,MD","County",183,1563,"Montgomery","https://data.montgomerycountymd.gov/Public-Safety/Crime/icn6-v9z3/explore/query/SELECT%0A%20%20%60incident_id%60%2C%0A%20%20%60offence_code%60%2C%0A%20%20%60case_number%60%2C%0A%20%20%60date%60%2C%0A%20%20%60start_date%60%2C%0A%20%20%60end_date%60%2C%0A%20%20%60nibrs_code%60%2C%0A%20%20%60victims%60%2C%0A%20%20%60crimename1%60%2C%0A%20%20%60crimename2%60%2C%0A%20%20%60crimename3%60%2C%0A%20%20%60district%60%2C%0A%20%20%60location%60%2C%0A%20%20%60city%60%2C%0A%20%20%60state%60%2C%0A%20%20%60zip_code%60%2C%0A%20%20%60agency%60%2C%0A%20%20%60place%60%2C%0A%20%20%60sector%60%2C%0A%20%20%60beat%60%2C%0A%20%20%60pra%60%2C%0A%20%20%60address_number%60%2C%0A%20%20%60street_prefix_dir%60%2C%0A%20%20%60address_street%60%2C%0A%20%20%60street_suffix_dir%60%2C%0A%20%20%60street_type%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60police_district_number%60%2C%0A%20%20%60geolocation%60%0AORDER%20BY%20%60start_date%60%20DESC%20NULL%20FIRST/page/filter","Agency RMS","Open Source",896963,NA,NA,"","","MD0160400","Montgomery",NA,"South","South Atlantic","montgomery county pd","MD",915053,"msa-county 100,000+",NA,NA,NA,NA,896963,"Montgomery, MD","County","MD","MD"
"Moore,OK,City","Moore",0,0,2,4,20,86,15,2019,10,"City",NA,"Moore,OK","City",6,121,"Moore","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",63609,NA,NA,"","","OK0140100","Moore",NA,"South","West South Central","moore","OK",63609,"city 50,000 thru 99,999",NA,NA,NA,NA,63311,"Moore, OK","City","OK","OK"
"Mooresville,NC,City","Mooresville",0,1,2,5,4,74,3,2023,3,"City","Manual","Mooresville,NC","City",8,81,"Mooresville","From NC","State UCR","Provided by State UCR Program",53767,NA,NA,"","","NC0490100","Mooresville",NA,"South","South Atlantic","mooresville","NC",54823,"city 50,000 thru 99,999",NA,NA,NA,NA,53767,"Mooresville, NC","City","NC","NC"
"Mount Pleasant,SC,City","Mount Pleasant",1,1,4,21,11,85,2,2017,3,"City",NA,"Mount Pleasant,SC","City",27,98,"Mount Pleasant","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",96608,NA,NA,"","","SC0100300","Mount Pleasant",NA,"South","South Atlantic","mount pleasant","SC",96608,"city 50,000 thru 99,999",NA,NA,NA,NA,96320,"Mount Pleasant, SC","City","SC","SC"
"Mount Prospect,IL,City","Mount Prospect",0,0,2,1,4,44,6,2023,8,"City",NA,"Mount Prospect,IL","City",3,54,"Mount Prospect","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",53932,NA,NA,"Inferred Jan-Mar 2021 counts from annual average","","IL0167200","Mount Prospect",NA,"Midwest","East North Central","mount prospect","IL",53523,"city 50,000 thru 99,999",NA,NA,NA,NA,53932,"Mount Prospect, IL","City","IL","IL"
"Mount Vernon,NY,City","Mount Vernon",1,1,4,24,10,52,14,2024,3,"City",NA,"Mount Vernon,NY","City",30,76,"Mount Vernon","https://www.cmvny.com/518/Annual-Reports-Monthly-Crime-Stats-Histo","Agency Aggregated","Open Source",70812,NA,NA,"","","NY0590300","Mount Vernon",NA,"Northeast","Middle Atlantic","mount vernon","NY",70390,"city 50,000 thru 99,999",NA,NA,NA,NA,70812,"Mount Vernon, NY","City","NY","NY"
"Mountain View,CA,City","Mountain View",0,1,5,7,23,118,13,2018,3,"City",NA,"Mountain View,CA","City",13,154,"Mountain View","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",80382,NA,NA,"","","CA0431100","Mountain View",NA,"West","Pacific","mountain view","CA",81461,"city 50,000 thru 99,999",NA,NA,NA,NA,80382,"Mountain View, CA","City","CA","CA"
"Murrieta,CA,City","Murrieta",0,5,3,9,16,93,8,2023,6,"City",NA,"Murrieta,CA","City",17,117,"Murrieta","https://www.murrietaca.gov/759/Police-Activity-Reports","Agency Aggregated","Open Source",115037,NA,NA,"","","CA0334200","Murrieta",NA,"West","Pacific","murrieta","CA",112125,"city 100,000 thru 249,999",NA,NA,NA,NA,115037,"Murrieta, CA","City","CA","CA"
"Napa,CA,City","Napa",0,4,2,13,3,70,14,2024,3,"City",NA,"Napa,CA","City",19,87,"Napa","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",77956,NA,NA,"","","CA0280200","Napa",NA,"West","Pacific","napa","CA",76888,"city 50,000 thru 99,999",NA,NA,NA,NA,77956,"Napa, CA","City","CA","CA"
"Nashville,TN,City","Nashville",16,30,112,421,218,1333,194,2021,2,"City",NA,"Nashville,TN","City",579,1745,"Nashville","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Agency RMS","Open Source",690495,NA,NA,"","","TN0190100","Nashville",NA,"South","East South Central","metropolitan nashville p","TN",698987,"city 500,000 thru 999,999",NA,NA,NA,NA,690495,"Nashville, TN","City","TN","TN"
"National City,CA,City","National City",0,2,10,17,7,38,18,2023,9,"City",NA,"National City,CA","City",29,63,"National City","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",55270,NA,NA,"","","CA0370900","National City",NA,"West","Pacific","national city","CA",54915,"city 50,000 thru 99,999",NA,NA,NA,NA,55270,"National City, CA","City","CA","CA"
"New Braunfels,TX,City","New Braunfels",0,4,2,14,19,75,6,2017,8,"City",NA,"New Braunfels,TX","City",20,100,"New Braunfels","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",111942,NA,NA,"","","TX0460100","New Braunfels",NA,"South","West South Central","new braunfels","TX",91816,"city 100,000 thru 249,999",NA,NA,NA,NA,111942,"New Braunfels, TX","City","TX","TX"
"New Britain,CT,City","New Britain",0,3,7,7,15,98,28,2022,10,"City",NA,"New Britain,CT","City",17,141,"New Britain","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",74609,NA,NA,"","","CT0008900","New Britain",NA,"Northeast","New England","new britain","CT",74528,"city 50,000 thru 99,999",NA,NA,NA,NA,74609,"New Britain, CT","City","CT","CT"
"New Hanover,NC,County","New Hanover",0,1,2,15,15,83,3,2020,3,"County","Manual","New Hanover,NC","County",18,101,"New Hanover","From NC","State UCR","Provided by State UCR Program",105363,NA,NA,"","","NC0650000","New Hanover",NA,"South","South Atlantic","new hanover","NC",108345,"msa-county 100,000+",NA,NA,NA,NA,105363,"New Hanover, NC","County","NC","NC"
