"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","Type","Source","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori","pub_agency_name","state_abbr","region_name","division_name","agency_name","state_abb","population_1","group","x7","x8","x9","count_of_murder","population","city_state.y","Agency_Type.y","State_ref","State"
"Bowling Green,KY,City","Bowling Green",2,4,5,4,30,219,24,2019,12,"City",NA,"Bowling Green,KY","City",15,273,"Bowling Green","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",77503,NA,NA,"","","KY1140100","Bowling Green",NA,"South","East South Central","bowling green","KY",77503,"city 50,000 thru 99,999",NA,NA,NA,NA,76194,"Bowling Green, KY","City","KY","KY"
"Bozeman,MT,City","Bozeman",0,5,1,4,3,61,2,2023,2,"City",NA,"Bozeman,MT","City",10,66,"Bozeman","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",58509,NA,NA,"","","MT0160100","Bozeman",NA,"West","Mountain","bozeman","MT",58509,"city 50,000 thru 99,999",NA,NA,NA,NA,57424,"Bozeman, MT","City","MT","MT"
"Brazoria,TX,County","Brazoria",0,4,5,7,34,53,13,2017,1,"County",NA,"Brazoria,TX","County",16,100,"Brazoria","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",132229,NA,NA,"","","TX0200000","Brazoria",NA,"South","West South Central","brazoria","TX",141817,"msa-county 100,000+",NA,NA,NA,NA,132229,"Brazoria, TX","County","TX","TX"
"Brentwood,CA,City","Brentwood",0,2,3,8,13,69,19,2020,6,"City",NA,"Brentwood,CA","City",13,101,"Brentwood","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",66976,NA,NA,"","","CA0070200","Brentwood",NA,"West","Pacific","brentwood","CA",65352,"city 50,000 thru 99,999",NA,NA,NA,NA,66976,"Brentwood, CA","City","CA","CA"
"Bridgeport,CT,City","Bridgeport",2,9,51,46,59,162,70,2017,1,"City",NA,"Bridgeport,CT","City",108,291,"Bridgeport","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",148483,NA,NA,"","","CT0001500","Bridgeport",NA,"Northeast","New England","bridgeport","CT",148132,"city 100,000 thru 249,999",NA,NA,NA,NA,148483,"Bridgeport, CT","City","CT","CT"
"Bristol,CT,City","Bristol",0,0,2,1,11,62,3,2017,4,"City",NA,"Bristol,CT","City",3,76,"Bristol","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",61609,NA,NA,"","","CT0001700","Bristol",NA,"Northeast","New England","bristol","CT",61895,"city 50,000 thru 99,999",NA,NA,NA,NA,61609,"Bristol, CT","City","CT","CT"
"Broken Arrow,OK,City","Broken Arrow",0,5,4,11,25,114,19,2020,1,"City",NA,"Broken Arrow,OK","City",20,158,"Broken Arrow","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",98264,NA,NA,"","","OK0720100","Broken Arrow",NA,"South","West South Central","broken arrow","OK",98264,"city 100,000 thru 249,999",NA,NA,NA,NA,119959,"Broken Arrow, OK","City","OK","OK"
"Brookhaven,GA,City","Brookhaven",0,0,4,5,20,68,11,2019,3,"City",NA,"Brookhaven,GA","City",9,99,"Brookhaven","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",58329,NA,NA,"","","GA0447200","Brookhaven",NA,"South","South Atlantic",NA,NA,58507,NA,NA,NA,NA,NA,58507,"Brookhaven, GA","City","GA","GA"
"Brooklyn Park,MN,City","Brooklyn Park",0,2,5,16,33,163,16,2017,10,"City",NA,"Brooklyn Park,MN","City",23,212,"Brooklyn Park","https://cde.state.mn.us/","State UCR","Open Source",81920,NA,NA,"","","MN0270300","Brooklyn Park",NA,"Midwest","West North Central","brooklyn park","MN",80665,"city 50,000 thru 99,999",NA,NA,NA,NA,81920,"Brooklyn Park, MN","City","MN","MN"
"Broomfield,CO,City","Broomfield",0,1,1,6,21,160,16,2019,9,"City",NA,"Broomfield,CO","City",8,197,"Broomfield","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",77072,NA,NA,"","","CO0640100","Broomfield",NA,"West","Mountain","broomfield","CO",78294,"city 50,000 thru 99,999",NA,NA,NA,NA,77072,"Broomfield, CO","City","CO","CO"
"Brownsville,TX,City","Brownsville",0,4,8,37,26,212,14,2021,6,"City",NA,"Brownsville,TX","City",49,252,"Brownsville","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",190590,NA,NA,"","","TX0310100","Brownsville",NA,"South","West South Central","brownsville","TX",191221,"city 100,000 thru 249,999",NA,NA,NA,NA,190590,"Brownsville, TX","City","TX","TX"
"Buckeye,AZ,City","Buckeye",1,4,0,8,8,40,12,2024,12,"City",NA,"Buckeye,AZ","City",13,60,"Buckeye","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",112048,NA,NA,"","","AZ0070300","Buckeye",NA,"West","Mountain","buckeye","AZ",114513,"city 100,000 thru 249,999",NA,NA,NA,NA,112048,"Buckeye, AZ","City","AZ","AZ"
"Buena Park,CA,City","Buena Park",0,1,7,6,19,155,21,2022,11,"City",NA,"Buena Park,CA","City",14,195,"Buena Park","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",81753,NA,NA,"","","CA0300300","Buena Park",NA,"West","Pacific","buena park","CA",81334,"city 50,000 thru 99,999",NA,NA,NA,NA,81753,"Buena Park, CA","City","CA","CA"
"Buffalo,NY,City","Buffalo",4,9,39,133,123,701,120,2024,10,"City",NA,"Buffalo,NY","City",185,944,"Buffalo","https://data.buffalony.gov/Public-Safety/Monthly-Uniform-Crime-Reporting-UCR-Program-Statis/xxu9-yrhd/data","Agency Aggregated","Open Source",275922,NA,NA,"","","NY0140100","Buffalo",NA,"Northeast","Middle Atlantic","buffalo","NY",273728,"city 250,000 thru 499,999",NA,NA,NA,NA,275922,"Buffalo, NY","City","NY","NY"
"Buncombe,NC,County","Buncombe",0,0,2,14,28,53,16,2023,5,"County","Manual","Buncombe,NC","County",16,97,"Buncombe","From NC","State UCR","Provided by State UCR Program",158547,NA,NA,"","","NC0110000","Buncombe",NA,"South","South Atlantic","buncombe","NC",161061,"msa-county 100,000+",NA,NA,NA,NA,158547,"Buncombe, NC","County","NC","NC"
"Burbank,CA,City","Burbank",0,2,8,14,27,183,26,2021,6,"City",NA,"Burbank,CA","City",24,236,"Burbank","https://www.burbankpd.org/crime-information/crime-statistics/","Agency Aggregated","Open Source",102345,NA,NA,"","","CA0191200","Burbank",NA,"West","Pacific","burbank","CA",101377,"city 100,000 thru 249,999",NA,NA,NA,NA,102345,"Burbank, CA","City","CA","CA"
"Burleson,TX,City","Burleson",0,4,0,8,4,62,4,2021,12,"City",NA,"Burleson,TX","City",12,70,"Burleson","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",56307,NA,NA,"","","TX1260200","Burleson",NA,"South","West South Central","burleson","TX",47228,"city 50,000 thru 99,999",NA,NA,NA,NA,56307,"Burleson, TX","City","TX","TX"
"Burlington,NC,City","Burlington",0,2,5,31,17,167,13,2022,3,"City","Manual","Burlington,NC","City",38,197,"Burlington","From NC","State UCR","Provided by State UCR Program",60156,NA,NA,"","","NC0010100","Burlington",NA,"South","South Atlantic","burlington","NC",58041,"city 50,000 thru 99,999",NA,NA,NA,NA,60156,"Burlington, NC","City","NC","NC"
"Burnsville,MN,City","Burnsville",1,2,3,5,10,85,9,2022,11,"City",NA,"Burnsville,MN","City",11,104,"Burnsville","https://cde.state.mn.us/","State UCR","Open Source",63650,NA,NA,"","","MN0190100","Burnsville",NA,"Midwest","West North Central","burnsville","MN",64860,"city 50,000 thru 99,999",NA,NA,NA,NA,63650,"Burnsville, MN","City","MN","MN"
"Caldwell,ID,City","Caldwell",0,4,1,27,12,45,7,2024,5,"City",NA,"Caldwell,ID","City",32,64,"Caldwell","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",68731,NA,NA,"","","ID0140100","Caldwell",NA,"West","Mountain","caldwell","ID",71115,"city 50,000 thru 99,999",NA,NA,NA,NA,68731,"Caldwell, ID","City","ID","ID"
"Camarillo,CA,City","Camarillo",0,0,1,3,21,65,14,2017,8,"City",NA,"Camarillo,CA","City",4,100,"Camarillo","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",70010,NA,NA,"","","CA0560100","Camarillo",NA,"West","Pacific","camarillo","CA",69115,"city 50,000 thru 99,999",NA,NA,NA,NA,70010,"Camarillo, CA","City","CA","CA"
"Cameron,TX,County","Cameron",1,4,4,20,8,44,9,2023,7,"County",NA,"Cameron,TX","County",29,61,"Cameron","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Agency Aggregated",100581,NA,NA,"","","TX0310000","Cameron",NA,"South","West South Central","cameron","TX",100581,"msa-county 100,000+",NA,NA,NA,NA,95894,"Cameron, TX","County","TX","TX"
"Canton Township,MI,City","Canton Township",0,2,1,4,1,77,7,2022,3,"City",NA,"Canton Township,MI","City",7,85,"Canton Township","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",98915,NA,NA,"","","MI8290800","Canton Township",NA,"Midwest","East North Central","canton township","MI",97844,"city 50,000 thru 99,999",NA,NA,NA,NA,98915,"Canton Township, MI","City","MI","MI"
"Carlsbad,CA,City","Carlsbad",0,8,5,11,17,101,18,2023,6,"City",NA,"Carlsbad,CA","City",24,136,"Carlsbad","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",113796,NA,NA,"","","CA0370100","Carlsbad",NA,"West","Pacific","carlsbad","CA",113023,"city 100,000 thru 249,999",NA,NA,NA,NA,113796,"Carlsbad, CA","City","CA","CA"
"Carmel,IN,City","Carmel",0,1,0,2,2,59,7,2018,6,"City",NA,"Carmel,IN","City",3,68,"Carmel","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",103107,NA,NA,"","","IN0290100","Carmel",NA,"Midwest","East North Central","carmel","IN",103107,"city 100,000 thru 249,999",NA,NA,NA,NA,103013,"Carmel, IN","City","IN","IN"
"Carrollton,TX,City","Carrollton",0,2,2,10,14,89,15,2024,12,"City",NA,"Carrollton,TX","City",14,118,"Carrollton","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",134261,NA,NA,"Inferred Aug-Dec 2019 from annual average","","TX0570400","Carrollton",NA,"South","West South Central","carrollton","TX",82298,"city 100,000 thru 249,999",NA,NA,NA,NA,134261,"Carrollton, TX","City","TX","TX"
"Cary,NC,City","Cary",0,1,4,9,14,126,26,2023,2,"City","Manual","Cary,NC","City",14,166,"Cary","From NC","State UCR","Provided by State UCR Program",182878,NA,NA,"","","NC0920300","Cary",NA,"South","South Atlantic","cary","NC",177768,"city 100,000 thru 249,999",NA,NA,NA,NA,182878,"Cary, NC","City","NC","NC"
"Casa Grande,AZ,City","Casa Grande",0,1,2,29,8,79,2,2020,2,"City",NA,"Casa Grande,AZ","City",32,89,"Casa Grande","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",63228,NA,NA,"","","AZ0110100","Casa Grande",NA,"West","Mountain","casa grande","AZ",67317,"city 50,000 thru 99,999",NA,NA,NA,NA,63228,"Casa Grande, AZ","City","AZ","AZ"
"Castle Rock,CO,City","Castle Rock",0,1,0,0,6,73,2,2019,5,"City",NA,"Castle Rock,CO","City",1,81,"Castle Rock","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",83546,NA,NA,"","","CO0180100","Castle Rock",NA,"West","Mountain","castle rock","CO",84098,"city 50,000 thru 99,999",NA,NA,NA,NA,83546,"Castle Rock, CO","City","CO","CO"
"Cedar Park,TX,City","Cedar Park",0,7,0,4,7,91,11,2023,4,"City",NA,"Cedar Park,TX","City",11,109,"Cedar Park","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",77464,NA,NA,"","","TX2460900","Cedar Park",NA,"South","West South Central","cedar park","TX",70724,"city 50,000 thru 99,999",NA,NA,NA,NA,77464,"Cedar Park, TX","City","TX","TX"
"Cedar Rapids,IA,City","Cedar Rapids",1,0,5,25,35,212,28,2024,11,"City",NA,"Cedar Rapids,IA","City",31,275,"Cedar Rapids","From IA","State UCR","Provided by Agency",135777,NA,NA,"","","IA0570100","Cedar Rapids",NA,"Midwest","West North Central","cedar rapids","IA",135363,"city 100,000 thru 249,999",NA,NA,NA,NA,135777,"Cedar Rapids, IA","City","IA","IA"
"Centennial,CO,City","Centennial",0,0,2,6,11,106,15,2025,2,"City","Scrape","Centennial,CO","City",8,132,"Centennial","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",104724,NA,NA,"","","CO0031100","Centennial",NA,"West","Mountain","centennial","CO",106454,"city 100,000 thru 249,999",NA,NA,NA,NA,104724,"Centennial, CO","City","CO","CO"
"Champaign,IL,City","Champaign",3,3,4,47,30,122,4,2018,3,"City",NA,"Champaign,IL","City",57,156,"Champaign","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",89687,NA,NA,"","","IL0100100","Champaign",NA,"Midwest","East North Central","champaign","IL",89466,"city 50,000 thru 99,999",NA,NA,NA,NA,89687,"Champaign, IL","City","IL","IL"
"Chandler,AZ,City","Chandler",1,6,2,23,41,373,24,2019,6,"City",NA,"Chandler,AZ","City",32,438,"Chandler","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",282419,NA,NA,"","","AZ0070500","Chandler",NA,"West","Mountain","chandler","AZ",281117,"city 250,000 thru 499,999",NA,NA,NA,NA,282419,"Chandler, AZ","City","AZ","AZ"
"Chapel Hill,NC,City","Chapel Hill",0,0,5,3,13,81,2,2017,11,"City","Manual","Chapel Hill,NC","City",8,96,"Chapel Hill","From NC","State UCR","Provided by State UCR Program",65066,NA,NA,"","","NC0680100","Chapel Hill",NA,"South","South Atlantic","chapel hill","NC",61069,"city 50,000 thru 99,999",NA,NA,NA,NA,65066,"Chapel Hill, NC","City","NC","NC"
"Charleston,SC,City","Charleston",1,4,7,22,33,171,26,2018,11,"City",NA,"Charleston,SC","City",34,230,"Charleston","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",155159,NA,NA,"","","SC0100100","Charleston",NA,"South","South Atlantic","charleston","SC",140549,"city 100,000 thru 249,999",NA,NA,NA,NA,155159,"Charleston, SC","City","SC","SC"
"Charlotte,NC,City","Charlotte",7,25,163,361,617,2082,199,2017,5,"City","Manual","Charlotte,NC","City",556,2898,"Charlotte","From NC","State UCR","Provided by State UCR Program",979304,NA,NA,"","","NC0600100","Charlotte",NA,"South","South Atlantic","charlotte-mecklenburg","NC",1003130,"city 1,000,000+",NA,NA,NA,NA,979304,"Charlotte, NC","City","NC","NC"
"Cherry Hill Township,NJ,City","Cherry Hill Township",0,0,7,11,10,232,9,2024,8,"City",NA,"Cherry Hill Township,NJ","City",18,251,"Cherry Hill Township","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",79950,NA,NA,"Inferred Jan - Feb 2021 & Mar - May 2023 from annual average","","NJ0041200","Cherry Hill Township",NA,"Northeast","Middle Atlantic","cherry hill township","NJ",79950,"city 50,000 thru 99,999",NA,NA,NA,NA,78082,"Cherry Hill Township, NJ","City","NJ","NJ"
"Chesterfield,VA,County","Chesterfield",1,9,9,51,42,391,33,2024,9,"County",NA,"Chesterfield,VA","County",70,466,"Chesterfield","From VA","State UCR","Provided by State UCR Program",385204,NA,NA,"","","VA0210100","Chesterfield",NA,"South","South Atlantic","chesterfield county pd","VA",393296,"msa-county 100,000+",NA,NA,NA,NA,385204,"Chesterfield, VA","County","VA","VA"
"Cheyenne,WY,City","Cheyenne",0,6,7,5,15,164,19,2020,10,"City",NA,"Cheyenne,WY","City",18,198,"Cheyenne","https://crimestats.wyo.gov/public/View/dispview.aspx","State UCR","Open Source",64307,NA,NA,"","","WY0110100","Cheyenne",NA,"West","Mountain","cheyenne","WY",65143,"city 50,000 thru 99,999",NA,NA,NA,NA,64307,"Cheyenne, WY","City","WY","WY"
"Chicago,IL,City","Chicago",67,144,818,1613,626,5475,2045,2024,6,"City",NA,"Chicago,IL","City",2642,8146,"Chicago","https://data.cityofchicago.org/Public-Safety/Crimes-2001-to-Present/ijzp-q8t2/explore/query/SELECT%0A%20%20%60id%60%2C%0A%20%20%60case_number%60%2C%0A%20%20%60date%60%2C%0A%20%20%60block%60%2C%0A%20%20%60iucr%60%2C%0A%20%20%60primary_type%60%2C%0A%20%20%60description%60%2C%0A%20%20%60location_description%60%2C%0A%20%20%60arrest%60%2C%0A%20%20%60domestic%60%2C%0A%20%20%60beat%60%2C%0A%20%20%60district%60%2C%0A%20%20%60ward%60%2C%0A%20%20%60community_area%60%2C%0A%20%20%60fbi_code%60%2C%0A%20%20%60x_coordinate%60%2C%0A%20%20%60y_coordinate%60%2C%0A%20%20%60year%60%2C%0A%20%20%60updated_on%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60location%60%2C%0A%20%20%60%3A%40computed_region_awaf_s7ux%60%2C%0A%20%20%60%3A%40computed_region_6mkv_f3dw%60%2C%0A%20%20%60%3A%40computed_region_vrxf_vc4k%60%2C%0A%20%20%60%3A%40computed_region_bdys_3d7i%60%2C%0A%20%20%60%3A%40computed_region_43wa_7qmu%60%2C%0A%20%20%60%3A%40computed_region_rpca_8um6%60%2C%0A%20%20%60%3A%40computed_region_d9mm_jgwp%60%2C%0A%20%20%60%3A%40computed_region_d3ds_rm58%60%2C%0A%20%20%60%3A%40computed_region_8hcu_yrd4%60%0AORDER%20BY%20%60date%60%20DESC%20NULL%20FIRST/page/filter","Agency RMS","Open Source",2628298,NA,NA,"","","ILCPD0000","Chicago",NA,"Midwest","East North Central","chicago","IL",2638698,"city 1,000,000+",NA,NA,NA,NA,2628298,"Chicago, IL","City","IL","IL"
"Chico,CA,City","Chico",0,12,4,30,15,116,24,2023,10,"City",NA,"Chico,CA","City",46,155,"Chico","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",100896,NA,NA,"","","CA0040200","Chico",NA,"West","Pacific","chico","CA",100831,"city 100,000 thru 249,999",NA,NA,NA,NA,100896,"Chico, CA","City","CA","CA"
"Chino,CA,City","Chino",0,3,9,14,12,113,14,2025,6,"City","CDE","Chino,CA","City",26,139,"Chino","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",94162,NA,NA,"","","CA0360200","Chino",NA,"West","Pacific","chino","CA",93818,"city 50,000 thru 99,999",NA,NA,NA,NA,94162,"Chino, CA","City","CA","CA"
"Chula Vista,CA,City","Chula Vista",2,5,19,50,27,145,69,2022,9,"City",NA,"Chula Vista,CA","City",76,241,"Chula Vista","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",280748,NA,NA,"","","CA0370200","Chula Vista",NA,"West","Pacific","chula vista","CA",273843,"city 250,000 thru 499,999",NA,NA,NA,NA,280748,"Chula Vista, CA","City","CA","CA"
"Citrus Heights,CA,City","Citrus Heights",1,1,4,21,15,109,7,2024,10,"City",NA,"Citrus Heights,CA","City",27,131,"Citrus Heights","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",85894,NA,NA,"","","CA0349600","Citrus Heights",NA,"West","Pacific","citrus heights","CA",85809,"city 50,000 thru 99,999",NA,NA,NA,NA,85894,"Citrus Heights, CA","City","CA","CA"
"Clifton,NJ,City","Clifton",0,1,4,3,7,130,11,2025,7,"City","CDE","Clifton,NJ","City",8,148,"Clifton","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",89870,NA,NA,"Inferred Jan - Feb 2021 & Feb - Mar 2023 from annual average","","NJ0160200","Clifton",NA,"Northeast","Middle Atlantic","clifton","NJ",89870,"city 50,000 thru 99,999",NA,NA,NA,NA,88361,"Clifton, NJ","City","NJ","NJ"
"Clinton Township,MI,City","Clinton Township",0,3,1,38,9,62,30,2021,5,"City",NA,"Clinton Township,MI","City",42,101,"Clinton Township","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",99012,NA,NA,"","","MI5084900","Clinton Township",NA,"Midwest","East North Central","clinton township","MI",99056,"city 50,000 thru 99,999",NA,NA,NA,NA,99012,"Clinton Township, MI","City","MI","MI"
"Clovis,CA,City","Clovis",0,3,3,9,18,135,11,2018,4,"City",NA,"Clovis,CA","City",15,164,"Clovis","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",126552,NA,NA,"","","CA0100100","Clovis",NA,"West","Pacific","clovis","CA",127560,"city 100,000 thru 249,999",NA,NA,NA,NA,126552,"Clovis, CA","City","CA","CA"
"Coeur D Alene,ID,City","Coeur D Alene",1,3,2,11,5,44,4,2021,5,"City",NA,"Coeur D Alene,ID","City",17,53,"Coeur D Alene","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",57653,NA,NA,"","","ID0280100","Coeur D Alene",NA,"West","Mountain","coeur d'alene","ID",57561,"city 50,000 thru 99,999",NA,NA,NA,NA,57653,"Coeur D Alene, ID","City","ID","ID"
"College Station,TX,City","College Station",0,4,3,13,27,99,18,2021,7,"City",NA,"College Station,TX","City",20,144,"College Station","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",126136,NA,NA,"","","TX0210200","College Station",NA,"South","West South Central","college station","TX",126702,"city 100,000 thru 249,999",NA,NA,NA,NA,126136,"College Station, TX","City","TX","TX"
"Collierville,TN,City","Collierville",0,1,2,9,2,50,5,2019,5,"City",NA,"Collierville,TN","City",12,57,"Collierville","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",51686,NA,NA,"","","TN0790100","Collierville",NA,"South","East South Central","collierville","TN",51312,"city 50,000 thru 99,999",NA,NA,NA,NA,51686,"Collierville, TN","City","TN","TN"
"Collin,TX,County","Collin",0,2,0,2,6,15,8,2018,6,"County",NA,"Collin,TX","County",4,29,"Collin","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Agency Aggregated",118730,NA,NA,"","","TX0430000","Collin",NA,"South","West South Central","collin","TX",118730,"msa-county 100,000+",NA,NA,NA,NA,95286,"Collin, TX","County","TX","TX"
