"","Agency.Name","Murder","Rape","Robbery","Agg.Assault","Burglary","Larceny","MVT","Arson","Month","Year"
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.964","PORTSMOUTH","NR","NR","NR","NR","NR","NR","NR","NR","4",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.965","PORTSMOUTH","NR","NR","NR","NR","NR","NR","NR","NR","5",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.966","PORTSMOUTH","NR","NR","NR","NR","NR","NR","NR","NR","6",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.967","PORTSMOUTH","NR","NR","NR","NR","NR","NR","NR","NR","7",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.968","PORTSMOUTH","NR","NR","NR","NR","NR","NR","NR","NR","8",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.969","PORTSMOUTH","NR","NR","NR","NR","NR","NR","NR","NR","9",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.970","PORTSMOUTH","NR","NR","NR","NR","NR","NR","NR","NR","10",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.971","PORTSMOUTH","NR","NR","NR","NR","NR","NR","NR","NR","11",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.972","PORTSMOUTH","NR","NR","NR","NR","NR","NR","NR","NR","12",2024
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.973","PROVIDENCE","1","6","18","25","26","316","59","1","1",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.974","PROVIDENCE","1","3","11","27","22","255","52","0","2",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.975","PROVIDENCE","1","4","9","35","39","281","48","1","3",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.976","PROVIDENCE","1","8","8","36","33","319","47","1","4",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.977","PROVIDENCE","NR","6","16","44","43","278","60","0","5",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.978","PROVIDENCE","0","4","11","39","47","318","47","2","6",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.979","PROVIDENCE","NR","3","9","36","33","364","78","1","7",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.980","PROVIDENCE","NR","2","6","33","48","354","76","0","8",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.981","PROVIDENCE","0","8","8","27","44","295","71","0","9",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.982","PROVIDENCE","NR","4","13","30","23","326","45","1","10",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.983","PROVIDENCE","2","5","13","17","20","321","64","0","11",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.984","PROVIDENCE","1","4","14","23","14","291","57","0","12",2022
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.985","PROVIDENCE","0","6","8","28","22","248","52","0","1",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.986","PROVIDENCE","2","3","6","25","23","214","37","0","2",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.987","PROVIDENCE","0","4","9","26","27","221","42","1","3",2023
"C:\OneDrive\OneDrive - ahdatalytics.com\Clients\Real Time Crime Index\Open Source Data\Texas\Formatted Data.988","PROVIDENCE","1","4","10","31","22","248","38","1","4",2023
